dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,1,False,"[89.428, 87.702, 86.72]","[0.511, 0.0, 0.0]",1214,26,1,9122
False,False,4,False,"[88.917, 88.042, 86.961]","[0.0, 0.34, 0.241]",1214,26,2,9122
False,False,81,False,"[89.874, 87.845, 87.092]","[0.957, 0.143, 0.372]",1214,26,3,9122
False,False,16,False,"[89.143, 88.361, 87.136]","[0.226, 0.659, 0.416]",1214,25,4,9122
False,False,55,False,"[89.865, 88.265, 87.148]","[0.948, 0.563, 0.428]",1214,26,5,9122
False,False,63,False,"[89.412, 88.782, 87.155]","[0.495, 1.08, 0.435]",1214,24,6,9122
False,False,44,False,"[89.415, 88.545, 87.211]","[0.498, 0.843, 0.491]",1214,25,7,9122
False,False,23,False,"[89.466, 88.067, 87.53]","[0.549, 0.365, 0.81]",1214,25,8,9122
False,False,14,False,"[89.949, 88.368, 87.659]","[1.032, 0.666, 0.939]",1214,24,9,9122
False,False,10,False,"[89.533, 88.751, 87.689]","[0.616, 1.049, 0.969]",1214,24,10,9122
False,False,27,False,"[89.603, 88.896, None]","[0.686, 1.194, None]",1214,17,11,9122
False,False,18,False,"[89.448, 88.935, None]","[0.531, 1.233, None]",1214,19,12,9122
False,False,31,False,"[89.7, 88.956, None]","[0.783, 1.254, None]",1214,18,13,9122
False,False,2,False,"[89.873, 89.031, None]","[0.956, 1.329, None]",1214,19,14,9122
False,False,77,False,"[89.798, None, None]","[0.881, None, None]",1214,11,,9122
False,False,11,False,"[89.968, None, None]","[1.051, None, None]",1214,11,15,9122
False,False,22,False,"[90.025, None, None]","[1.108, None, None]",1214,11,16,9122
False,False,24,False,"[90.123, None, None]","[1.206, None, None]",1214,11,17,9122
False,False,21,False,"[90.513, None, None]","[1.596, None, None]",1214,11,18,9122
False,False,20,False,"[92.378, None, None]","[3.461, None, None]",1214,7,19,9122
