dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,1,False,"[84.16, 83.74, 83.445]","[0.0, 0.0, 0.0]",1226,15,1,9193
False,False,16,False,"[84.459, 83.969, 83.584]","[0.299, 0.229, 0.139]",1226,18,2,9193
False,False,81,False,"[84.487, 84.278, 83.782]","[0.327, 0.538, 0.337]",1226,17,3,9193
False,False,63,False,"[84.337, 84.013, 83.788]","[0.177, 0.273, 0.343]",1226,18,4,9193
False,False,4,False,"[84.368, 83.92, 83.816]","[0.208, 0.18, 0.371]",1226,16,5,9193
False,False,22,False,"[84.286, 84.207, 83.968]","[0.126, 0.467, 0.523]",1226,18,6,9193
False,False,14,False,"[84.501, 84.131, 84.084]","[0.341, 0.391, 0.639]",1226,18,7,9193
False,False,27,False,"[84.425, 84.213, 84.108]","[0.265, 0.473, 0.663]",1226,18,8,9193
False,False,11,False,"[84.209, 84.116, 84.171]","[0.049, 0.376, 0.726]",1226,17,9,9193
False,False,10,False,"[84.6, 84.078, 84.548]","[0.44, 0.338, 1.103]",1226,18,10,9193
False,False,44,False,"[84.437, 84.359, None]","[0.277, 0.619, None]",1226,12,11,9193
False,False,31,False,"[84.565, 84.391, None]","[0.405, 0.651, None]",1226,12,12,9193
False,False,18,False,"[84.405, 84.422, None]","[0.245, 0.682, None]",1226,12,13,9193
False,False,23,False,"[84.298, 84.439, None]","[0.138, 0.699, None]",1226,12,14,9193
False,False,3,False,"[84.461, 84.442, None]","[0.301, 0.702, None]",1226,12,15,9193
False,False,55,False,"[84.738, None, None]","[0.578, None, None]",1226,6,16,9193
False,False,20,False,"[84.764, None, None]","[0.604, None, None]",1226,6,17,9193
False,False,77,False,"[84.788, None, None]","[0.628, None, None]",1226,6,18,9193
False,False,24,False,"[85.159, None, None]","[0.999, None, None]",1226,6,19,9193
True,False,2,False,"[None, None, None]","[None, None, None]",1226,6,,9193
