dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,55,False,"[92.339, 91.439, 90.984]","[0.348, 0.0, 0.0]",1219,20,1,9161
False,False,63,False,"[92.331, 91.743, 91.056]","[0.34, 0.304, 0.072]",1219,17,2,9161
False,False,16,False,"[92.406, 92.012, 91.063]","[0.415, 0.573, 0.079]",1219,21,3,9161
False,False,4,False,"[92.483, 91.951, 91.27]","[0.492, 0.512, 0.286]",1219,20,4,9161
False,False,44,False,"[92.651, 92.019, 91.485]","[0.66, 0.58, 0.501]",1219,16,5,9161
False,False,20,False,"[92.242, 91.892, 91.575]","[0.251, 0.453, 0.591]",1219,21,6,9161
False,False,14,False,"[92.584, 91.835, 91.615]","[0.593, 0.396, 0.631]",1219,17,7,9161
False,False,31,False,"[92.369, 92.089, 91.673]","[0.378, 0.65, 0.689]",1219,18,8,9161
False,False,27,False,"[92.1, 91.994, 91.808]","[0.109, 0.555, 0.824]",1219,21,9,9161
False,False,40,False,"[92.215, 92.166, 92.268]","[0.224, 0.727, 1.284]",1219,21,10,9161
False,False,1,False,"[92.398, 92.173, None]","[0.407, 0.734, None]",1219,14,11,9161
False,False,10,False,"[92.452, 92.274, None]","[0.461, 0.835, None]",1219,12,12,9161
False,False,11,False,"[92.099, 92.31, None]","[0.108, 0.871, None]",1219,13,13,9161
False,False,23,False,"[92.668, 93.719, None]","[0.677, 2.28, None]",1219,12,14,9161
True,False,22,False,"[91.991, None, None]","[0.0, None, None]",1219,10,15,9161
False,False,77,False,"[92.809, None, None]","[0.818, None, None]",1219,9,16,9161
False,False,81,False,"[92.902, None, None]","[0.911, None, None]",1219,9,17,9161
False,False,2,False,"[93.252, None, None]","[1.261, None, None]",1219,9,18,9161
False,False,24,False,"[93.258, None, None]","[1.267, None, None]",1219,9,19,9161
False,False,18,False,"[93.397, None, None]","[1.406, None, None]",1219,8,20,9161
