dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[71.824, 71.221, 70.622]","[0.028, 0.0, 0.0]",1224,15,1,9308
False,False,1,False,"[71.888, 71.262, 70.683]","[0.092, 0.041, 0.061]",1224,16,2,9308
False,False,11,False,"[72.218, 71.23, 70.756]","[0.422, 0.009, 0.134]",1224,16,3,9308
False,False,63,False,"[71.976, 71.516, 70.857]","[0.18, 0.295, 0.235]",1224,14,4,9308
False,False,44,False,"[71.87, 71.476, 70.94]","[0.074, 0.255, 0.318]",1224,14,5,9308
False,False,22,False,"[72.358, 71.676, 71.019]","[0.562, 0.455, 0.397]",1224,12,6,9308
False,False,16,False,"[72.107, 71.473, 71.077]","[0.311, 0.252, 0.455]",1224,15,7,9308
False,False,3,False,"[72.175, 71.423, 71.122]","[0.379, 0.202, 0.5]",1224,11,8,9308
False,False,55,False,"[71.796, 71.491, 71.126]","[0.0, 0.27, 0.504]",1224,13,9,9308
False,False,81,False,"[72.356, 71.648, 71.189]","[0.56, 0.427, 0.567]",1224,14,10,9308
False,False,20,False,"[72.058, 71.727, None]","[0.262, 0.506, None]",1224,10,11,9308
False,False,27,False,"[72.136, 71.752, None]","[0.34, 0.531, None]",1224,10,12,9308
False,False,10,False,"[72.229, 71.822, None]","[0.433, 0.601, None]",1224,8,13,9308
False,False,77,False,"[72.303, 71.872, None]","[0.507, 0.651, None]",1224,8,14,9308
False,False,14,False,"[72.224, None, None]","[0.428, None, None]",1224,6,15,9308
False,False,31,False,"[72.388, None, None]","[0.592, None, None]",1224,5,16,9308
False,False,18,False,"[72.482, None, None]","[0.686, None, None]",1224,6,17,9308
False,False,24,False,"[72.497, None, None]","[0.701, None, None]",1224,5,18,9308
False,False,23,False,"[72.525, None, None]","[0.729, None, None]",1224,5,19,9308
False,False,2,False,"[72.615, None, None]","[0.819, None, None]",1224,6,20,9308
