dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,44,False,"[78.577, 77.427, 76.609]","[0.434, 0.099, 0.0]",1215,20,1,9129
False,False,1,False,"[78.318, 77.547, 76.612]","[0.175, 0.219, 0.003]",1215,21,2,9129
False,False,4,False,"[78.697, 77.328, 76.694]","[0.554, 0.0, 0.085]",1215,20,3,9129
False,False,81,False,"[78.464, 77.571, 76.905]","[0.321, 0.243, 0.296]",1215,20,4,9129
False,False,24,False,"[78.143, 77.7, 76.971]","[0.0, 0.372, 0.362]",1215,22,5,9129
False,False,16,False,"[78.44, 77.58, 76.992]","[0.297, 0.252, 0.383]",1215,21,6,9129
False,False,77,False,"[78.775, 77.563, 77.034]","[0.632, 0.235, 0.425]",1215,20,7,9129
False,False,14,False,"[78.58, 77.701, 77.035]","[0.437, 0.373, 0.426]",1215,21,8,9129
False,False,11,False,"[78.36, 77.675, 77.045]","[0.217, 0.347, 0.436]",1215,23,9,9129
False,False,27,False,"[78.695, 77.652, 77.186]","[0.552, 0.324, 0.577]",1215,20,10,9129
False,False,55,False,"[78.393, 77.703, None]","[0.25, 0.375, None]",1215,15,11,9129
False,False,31,False,"[78.854, 77.841, None]","[0.711, 0.513, None]",1215,16,12,9129
False,False,3,False,"[78.906, 78.002, None]","[0.763, 0.674, None]",1215,15,13,9129
False,False,18,False,"[78.782, 78.144, None]","[0.639, 0.816, None]",1215,18,14,9129
False,False,10,False,"[78.743, 78.217, None]","[0.6, 0.889, None]",1215,16,15,9129
False,False,23,False,"[78.917, None, None]","[0.774, None, None]",1215,8,16,9129
False,False,22,False,"[78.919, None, None]","[0.776, None, None]",1215,9,17,9129
False,False,63,False,"[79.027, None, None]","[0.884, None, None]",1215,9,18,9129
False,False,20,False,"[79.206, None, None]","[1.063, None, None]",1215,8,19,9129
False,False,2,False,"[79.248, None, None]","[1.105, None, None]",1215,8,20,9129
