dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,1,False,"[77.384, 77.056, 76.732]","[0.0, 0.0, 0.0]",1143,24,1,7783
False,False,63,False,"[77.654, 77.513, 76.968]","[0.27, 0.457, 0.236]",1143,29,2,7783
False,False,44,False,"[77.689, 77.551, 77.104]","[0.305, 0.495, 0.372]",1143,28,3,7783
False,False,14,False,"[77.832, 77.283, 77.139]","[0.448, 0.227, 0.407]",1143,26,4,7783
False,False,55,False,"[77.928, 77.349, 77.27]","[0.544, 0.293, 0.538]",1143,28,5,7783
False,False,18,False,"[77.873, 77.616, 77.308]","[0.489, 0.56, 0.576]",1143,26,6,7783
False,False,16,False,"[78.218, 77.39, 77.369]","[0.834, 0.334, 0.637]",1143,25,7,7783
False,False,23,False,"[77.962, 77.761, 77.609]","[0.578, 0.705, 0.877]",1143,27,8,7783
False,False,10,False,"[78.312, 77.574, 77.675]","[0.928, 0.518, 0.943]",1143,25,9,7783
False,False,27,False,"[78.029, 77.412, 77.735]","[0.645, 0.356, 1.003]",1143,26,10,7783
False,False,31,False,"[77.77, 77.768, None]","[0.386, 0.712, None]",1143,18,11,7783
False,False,22,False,"[78.471, 78.099, None]","[1.087, 1.043, None]",1143,22,12,7783
False,False,4,False,"[78.243, 78.119, None]","[0.859, 1.063, None]",1143,24,13,7783
False,False,20,False,"[78.159, 78.129, None]","[0.775, 1.073, None]",1143,18,14,7783
False,False,21,False,"[78.45, 78.335, None]","[1.066, 1.279, None]",1143,23,15,7783
False,False,81,False,"[78.517, None, None]","[1.133, None, None]",1143,12,16,7783
False,False,24,False,"[78.54, None, None]","[1.156, None, None]",1143,12,17,7783
False,False,2,False,"[78.557, None, None]","[1.173, None, None]",1143,12,18,7783
False,False,77,False,"[78.714, None, None]","[1.33, None, None]",1143,12,19,7783
True,False,11,False,"[None, None, None]","[None, None, None]",1143,2,,7783
