dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,16,False,"[96.061, 95.004, 94.723]","[0.97, 0.0, 0.0]",1222,21,1,9207
False,False,4,False,"[95.11, 95.441, 94.853]","[0.019, 0.437, 0.13]",1222,20,2,9207
False,False,44,False,"[95.091, 95.24, 94.862]","[0.0, 0.236, 0.139]",1222,18,3,9207
False,False,55,False,"[95.824, 95.302, 94.945]","[0.733, 0.298, 0.222]",1222,18,4,9207
False,False,63,False,"[96.165, 95.606, 95.079]","[1.074, 0.602, 0.356]",1222,18,5,9207
False,False,1,False,"[95.346, 95.008, 95.081]","[0.255, 0.004, 0.358]",1222,18,6,9207
False,False,10,False,"[96.158, 95.496, 95.089]","[1.067, 0.492, 0.366]",1222,19,7,9207
False,False,31,False,"[96.131, 95.413, 95.154]","[1.04, 0.409, 0.431]",1222,21,8,9207
False,False,11,False,"[95.989, 95.679, 95.173]","[0.898, 0.675, 0.45]",1222,17,9,9207
False,False,81,False,"[96.064, 95.576, 95.467]","[0.973, 0.572, 0.744]",1222,20,10,9207
False,False,22,False,"[95.913, 95.697, None]","[0.822, 0.693, None]",1222,12,11,9207
False,False,24,False,"[96.052, 95.698, None]","[0.961, 0.694, None]",1222,15,12,9207
False,False,77,False,"[96.082, 95.858, None]","[0.991, 0.854, None]",1222,15,13,9207
False,False,20,False,"[96.009, 95.88, None]","[0.918, 0.876, None]",1222,12,14,9207
False,False,3,False,"[96.213, 95.974, None]","[1.122, 0.97, None]",1222,12,15,9207
False,False,27,False,"[96.235, None, None]","[1.144, None, None]",1222,6,16,9207
False,False,14,False,"[96.268, None, None]","[1.177, None, None]",1222,8,17,9207
False,False,23,False,"[96.315, None, None]","[1.224, None, None]",1222,6,18,9207
False,False,18,False,"[96.589, None, None]","[1.498, None, None]",1222,9,19,9207
False,False,2,False,"[96.827, None, None]","[1.736, None, None]",1222,8,20,9207
