dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,1,False,"[80.851, 79.092, 85.858]","[0.0, 0.367, 0.0]",1212,26,1,9106
False,False,27,False,"[82.73, 80.305, 87.102]","[1.879, 1.58, 1.244]",1212,25,2,9106
False,False,14,False,"[81.481, 79.776, 87.286]","[0.63, 1.051, 1.428]",1212,25,3,9106
False,False,44,False,"[81.554, 80.426, 87.627]","[0.703, 1.701, 1.769]",1212,26,4,9106
False,False,63,False,"[81.798, 80.098, 87.893]","[0.947, 1.373, 2.035]",1212,25,5,9106
False,False,31,False,"[82.114, 80.406, 87.945]","[1.263, 1.681, 2.087]",1212,25,6,9106
False,False,4,False,"[81.998, 79.347, 88.046]","[1.147, 0.622, 2.188]",1212,26,7,9106
False,False,55,False,"[82.248, 79.856, 89.294]","[1.397, 1.131, 3.436]",1212,26,8,9106
False,False,81,False,"[82.19, 79.659, 91.349]","[1.339, 0.934, 5.491]",1212,24,9,9106
True,False,23,False,"[81.938, 78.725, None]","[1.087, 0.0, None]",1212,24,10,9106
False,False,16,False,"[81.843, 80.615, None]","[0.992, 1.89, None]",1212,22,11,9106
False,False,11,False,"[82.151, 80.959, None]","[1.3, 2.234, None]",1212,23,12,9106
False,False,18,False,"[82.677, 81.484, None]","[1.826, 2.759, None]",1212,20,13,9106
False,False,20,False,"[82.351, 81.678, None]","[1.5, 2.953, None]",1212,21,14,9106
False,False,77,False,"[82.332, 81.821, None]","[1.481, 3.096, None]",1212,24,15,9106
False,False,22,False,"[82.746, None, None]","[1.895, None, None]",1212,11,16,9106
False,False,10,False,"[82.886, None, None]","[2.035, None, None]",1212,11,17,9106
False,False,21,False,"[83.137, None, None]","[2.286, None, None]",1212,12,18,9106
False,False,2,False,"[83.337, None, None]","[2.486, None, None]",1212,14,19,9106
False,False,24,False,"[83.342, None, None]","[2.491, None, None]",1212,11,20,9106
