dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,1,False,"[72.386, 71.908, 71.365]","[0.0, 0.0, 0.0]",1210,30,1,9090
False,False,14,False,"[72.886, 72.107, 71.449]","[0.5, 0.199, 0.084]",1210,25,2,9090
False,False,16,False,"[72.912, 72.103, 71.471]","[0.526, 0.195, 0.106]",1210,26,3,9090
False,False,31,False,"[72.967, 72.248, 71.553]","[0.581, 0.34, 0.188]",1210,26,4,9090
False,False,55,False,"[72.717, 72.21, 71.63]","[0.331, 0.302, 0.265]",1210,28,5,9090
False,False,44,False,"[72.872, 72.156, 71.725]","[0.486, 0.248, 0.36]",1210,30,6,9090
False,False,10,False,"[73.033, 72.169, 71.933]","[0.647, 0.261, 0.568]",1210,25,7,9090
False,False,63,False,"[72.769, 72.151, 71.964]","[0.383, 0.243, 0.599]",1210,29,8,9090
False,False,22,False,"[72.642, 72.249, 72.082]","[0.256, 0.341, 0.717]",1210,29,9,9090
False,False,4,False,"[72.877, 72.377, 72.254]","[0.491, 0.469, 0.889]",1210,23,10,9090
False,False,81,False,"[73.006, 72.395, None]","[0.62, 0.487, None]",1210,22,11,9090
False,False,21,False,"[73.054, 72.428, None]","[0.668, 0.52, None]",1210,20,12,9090
False,False,23,False,"[72.706, 72.527, None]","[0.32, 0.619, None]",1210,19,13,9090
False,False,18,False,"[72.722, 72.623, None]","[0.336, 0.715, None]",1210,19,14,9090
False,False,77,False,"[73.038, 72.625, None]","[0.652, 0.717, None]",1210,22,15,9090
False,False,2,False,"[73.113, None, None]","[0.727, None, None]",1210,13,16,9090
False,False,20,False,"[73.27, None, None]","[0.884, None, None]",1210,9,17,9090
False,False,27,False,"[73.279, None, None]","[0.893, None, None]",1210,8,18,9090
False,False,24,False,"[73.523, None, None]","[1.137, None, None]",1210,13,19,9090
False,False,11,False,"[73.85, None, None]","[1.464, None, None]",1210,4,20,9090
