Driver_Track,DriverTrackAvgDelta,DriverTrackStdDelta
GIO_Monza,8.198500000000003,19.471544753819604
GIO_Paul Ricard,5.662714285714285,13.87315424016574
GIO_Red Bull Ring,8.615900000000003,19.91749153215167
GIO_Zandvoort,-4.042714285714281,12.828857440867262
GRO_Albert Park,1.662299999999999,0.5725370730354522
GRO_Bahrain International,-0.9617999999999995,0.2641632071277163
GRO_Barcelona-Catalunya,0.15175000000000338,0.501255340786177
GRO_Hockenheimring,7.427875000000002,21.012386914372332
GRO_Hungaroring,7.243722222222222,18.621564607853028
GRO_Interlagos,0.20599999999999952,0.349764682798782
GRO_Shanghai International,-0.7509999999999953,0.410500913519076
GRO_Sochi Autodrom,-11.725500000000004,0.4385073545563406
GRO_Suzuka,10.083199999999996,23.44004051191039
HAM_Albert Park,7.697817073170729,12.677394149506878
HAM_Bahrain International,4.043805555555557,12.597786408321209
HAM_Baku City,7.180630434782603,12.50845362919493
HAM_Barcelona-Catalunya,3.9138000000000006,12.901868926831034
HAM_COTA,5.301250000000003,13.114193088770858
HAM_Gilles Villeneuve,0.5691399999999982,11.376225947410267
HAM_Hermanos Rodriguez,7.530921052631582,13.819207311685014
HAM_Hockenheimring,8.014733333333334,18.518707060956597
HAM_Hungaroring,8.687045454545453,17.636926076777392
HAM_Imola,3.4887916666666583,10.08431856238951
HAM_Interlagos,2.147675675675676,16.73107961923633
HAM_Istanbul Park,-10.28994444444445,15.839255412601977
HAM_Jeddah,10.60763333333333,18.063790073692644
HAM_Las Vegas,11.64415384615385,14.369996618221329
HAM_Losail,6.762037037037026,15.725762406567329
HAM_Marina Bay,9.35424137931034,16.300735153568933
HAM_Miami,3.8983999999999943,11.508516993948435
HAM_Monaco,7.960610389610389,12.261066072774556
HAM_Monza,1.5555833333333373,7.64374857691845
HAM_Mugello,-1.045749999999991,0.2725036697000627
HAM_Paul Ricard,11.840307692307688,21.064391896789672
HAM_Portimao,3.4233636363636406,6.935736142448207
HAM_Red Bull Ring,5.5071947368421075,15.641049738995719
HAM_Shanghai International,4.1603333333333365,15.731407078410589
HAM_Silverstone,6.639847222222228,15.075702552624321
HAM_Sochi Autodrom,1.1001538461538434,13.420693292650144
HAM_Spa-Francorchamps,-1.0109130434782645,10.02484291387282
HAM_Suzuka,4.719111111111105,13.907873072841022
HAM_Yas Marina,12.599790322580644,17.49426208635953
HAM_Zandvoort,-2.9794615384615333,14.006131869145651
HUL_Albert Park,8.53385714285714,15.51599548657966
HUL_Bahrain International,0.6010000000000005,0.7313090242085688
HUL_Barcelona-Catalunya,-3.2212999999999994,0.8853850574749942
HUL_Gilles Villeneuve,-3.018300000000001,8.794328379251326
HUL_Hermanos Rodriguez,-0.367499999999995,0.5581790931233432
HUL_Hockenheimring,0.0190000000000083,0.1953394481409224
HUL_Hungaroring,5.976499999999996,14.67118813963516
HUL_Imola,0.28714285714284976,0.6305726044824758
HUL_Las Vegas,6.5361428571428615,14.80410709261196
HUL_Marina Bay,-0.5202380952380992,14.781311467203317
HUL_Miami,-0.36985714285714877,0.45193931324586234
HUL_Monza,-0.3327999999999946,0.34752163801537517
HUL_Red Bull Ring,13.244205882352944,20.943270556328788
HUL_Shanghai International,0.14658333333334048,1.307625221421248
HUL_Silverstone,5.723142857142859,19.25970926126797
HUL_Sochi Autodrom,-12.033600000000003,0.36319870594483145
HUL_Spa-Francorchamps,-9.856000000000002,0.6457896974505947
HUL_Yas Marina,4.229633333333333,6.869568284071699
KVY_Bahrain International,5.711631578947366,9.708678580187511
KVY_Baku City,6.212615384615377,9.199222472021402
KVY_Barcelona-Catalunya,4.251124999999998,10.117409393678095
KVY_Hermanos Rodriguez,4.590500000000001,9.101340063114025
KVY_Imola,6.670636363636354,13.191634768084864
KVY_Monaco,6.5042777777777765,11.675943845488744
KVY_Yas Marina,16.479374999999997,13.785887705885525
LAW_COTA,-1.252999999999993,0.4030508652763373
LAW_Interlagos,13.612076923076923,5.811879192102134
LAW_Suzuka,1.189799999999991,0.5396116195932048
LEC_Albert Park,10.874474358974357,19.18190885414689
LEC_Bahrain International,3.889069444444445,10.630740349270654
LEC_Baku City,9.346452380952375,15.231593130009905
LEC_Barcelona-Catalunya,4.3343,12.34594660942443
LEC_COTA,9.250750000000005,17.745089066113074
LEC_Gilles Villeneuve,-6.977583333333335,9.719354229000395
LEC_Hermanos Rodriguez,5.600142857142861,13.629810827185898
LEC_Hockenheimring,10.24258333333333,15.785581749629705
LEC_Hungaroring,8.18818,17.955376736015452
LEC_Imola,8.555861111111101,14.41642260192526
LEC_Interlagos,5.300531914893617,13.900070132527269
LEC_Istanbul Park,-22.349033333333338,9.196848038219139
LEC_Jeddah,10.536526315789471,17.695724488558373
LEC_Las Vegas,10.052538461538465,14.286546502862807
LEC_Losail,9.74931999999999,15.353880179290185
LEC_Marina Bay,9.822516129032254,18.758057523583417
LEC_Miami,8.760653846153842,18.512898355346323
LEC_Monaco,11.214862068965518,15.873669866583244
LEC_Monza,5.615812500000002,12.492891621257419
LEC_Mugello,0.3175000000000073,0.5635209845249796
LEC_Paul Ricard,3.188649999999998,11.7957638081822
LEC_Portimao,8.597810344827591,12.128804734725653
LEC_Red Bull Ring,7.718008620689658,19.696517223640132
LEC_Shanghai International,4.696928571428576,12.971768591025699
LEC_Silverstone,7.0298793103448345,14.852369382809739
LEC_Sochi Autodrom,-0.7688750000000013,15.265567748905658
LEC_Spa-Francorchamps,-0.6765000000000023,10.347078883847916
LEC_Suzuka,1.6679411764705818,8.973795138280323
LEC_Yas Marina,8.689176470588237,16.666887718632122
LEC_Zandvoort,-0.23145714285713836,12.850637748749275
MAG_Albert Park,2.0018333333333325,0.5547290029074234
MAG_Bahrain International,0.10988888888889095,1.3961114250342312
MAG_Barcelona-Catalunya,1.8406818181818196,1.6777016908963178
MAG_Gilles Villeneuve,7.456289473684209,6.68497305387196
MAG_Hermanos Rodriguez,-0.5689999999999978,0.46885221552211986
MAG_Imola,11.847666666666656,9.367775322882162
MAG_Interlagos,-0.030388888888890304,6.400973098254292
MAG_Jeddah,10.0238,15.978201009848108
MAG_Las Vegas,6.5224545454545515,12.413879380464723
MAG_Losail,10.361153846153837,16.191713476580926
MAG_Marina Bay,11.412444444444438,17.65106504442761
MAG_Miami,8.028142857142852,23.276974434181167
MAG_Monaco,8.635000000000002,14.151401479929607
MAG_Paul Ricard,1.177666666666667,0.24183947844248732
MAG_Red Bull Ring,8.851437500000005,16.239693619723866
MAG_Shanghai International,-0.6967499999999944,0.46850924928614074
MAG_Spa-Francorchamps,-9.597900000000005,0.4592867296145181
MSC_Barcelona-Catalunya,3.8520000000000016,0.822823614148257
MSC_Gilles Villeneuve,7.61635714285714,7.023216900293728
MSC_Red Bull Ring,8.579125000000001,14.587692120781625
MSC_Zandvoort,3.1651111111111163,20.007484646029624
NOR_Albert Park,5.158541666666664,14.045378173679294
NOR_Bahrain International,-0.45779999999999743,0.8609770826462845
NOR_Baku City,8.354499999999991,14.785281573916675
NOR_Barcelona-Catalunya,-0.05441304347825995,8.145863751918649
NOR_COTA,5.148965517241383,13.75085145281338
NOR_Gilles Villeneuve,-2.774328571428573,11.325332997274725
NOR_Hermanos Rodriguez,5.235481481481485,11.302956493326358
NOR_Hockenheimring,0.04416666666666439,0.490157797720966
NOR_Hungaroring,7.721659090909089,15.887695712944804
NOR_Imola,6.344719999999991,12.208376074509939
NOR_Interlagos,4.743681818181818,14.163043139317672
NOR_Istanbul Park,-17.86165384615385,13.367445342112271
NOR_Jeddah,8.766368421052631,16.277685636786902
NOR_Las Vegas,4.037625000000004,11.277656417352729
NOR_Losail,9.357954545454534,17.039440518641207
NOR_Marina Bay,9.646156249999995,17.23343030109039
NOR_Miami,8.453842105263151,14.898540141992877
NOR_Monaco,8.727750000000002,15.777426123837097
NOR_Monza,6.36913888888889,13.92145450560347
NOR_Paul Ricard,3.8516111111111093,11.837649017082486
NOR_Portimao,4.27192307692308,6.384341420526172
NOR_Red Bull Ring,2.2851969696969716,12.93589819333387
NOR_Shanghai International,0.534200000000007,0.9400804220916437
NOR_Silverstone,6.083714285714293,11.967514018051398
NOR_Sochi Autodrom,-1.0547083333333365,14.769536236807246
NOR_Spa-Francorchamps,3.007552631578944,12.570399537711426
NOR_Suzuka,2.132949999999994,10.039082923491412
NOR_Yas Marina,5.911112903225807,11.98230499438629
NOR_Zandvoort,1.5268620689655221,9.959376636130173
OCO_Albert Park,3.8831999999999995,10.846238406317033
OCO_Bahrain International,-0.028888888888887878,1.4695142432488066
OCO_Barcelona-Catalunya,-2.692722222222222,2.282465554293414
OCO_COTA,1.1745714285714317,0.8075594626492161
OCO_Gilles Villeneuve,4.308235294117644,7.069641010597115
OCO_Hermanos Rodriguez,1.6545000000000034,0.4961833330534152
OCO_Hockenheimring,4.216124999999998,11.306188961771591
OCO_Hungaroring,3.987576923076922,12.078988123055801
OCO_Imola,-0.46400000000001046,0.3934168272964423
OCO_Interlagos,8.223923076923075,11.199223512094317
OCO_Istanbul Park,9.555428571428568,7.369947337921508
OCO_Jeddah,11.75690909090909,15.02826237748663
OCO_Losail,5.43635294117646,12.66320796609797
OCO_Marina Bay,-6.687000000000005,0.4206509241639666
OCO_Miami,11.841125,23.818525343806897
OCO_Monaco,10.001181818181822,16.07151869327305
OCO_Mugello,0.2487500000000047,0.39056998945985055
OCO_Portimao,1.5937857142857155,5.522156605116208
OCO_Red Bull Ring,4.287255319148937,11.256855985726878
OCO_Silverstone,-0.04349999999999632,14.882428152498692
OCO_Sochi Autodrom,0.9663809523809489,10.789294733559698
OCO_Spa-Francorchamps,1.8361206896551692,10.843835929799647
OCO_Suzuka,0.8468333333333268,0.3552077795694573
OCO_Yas Marina,2.7128846153846142,11.872238426531464
OCO_Zandvoort,-8.838999999999993,0.3908433189911274
PER_Albert Park,7.9981818181818145,17.167515221893332
PER_Bahrain International,2.785267857142858,10.812464586524873
PER_Baku City,7.066942857142849,14.251607203364522
PER_Barcelona-Catalunya,4.135136363636365,16.117842788263758
PER_COTA,1.5653157894736902,7.706448317643781
PER_Hermanos Rodriguez,2.9984117647058848,7.794870196632713
PER_Hockenheimring,2.0447916666666663,6.272180882343344
PER_Hungaroring,10.615339999999998,21.303850120889727
PER_Imola,8.040312499999988,9.229512162758114
PER_Interlagos,1.1552333333333322,14.255725283459668
PER_Istanbul Park,-6.644318181818185,16.642021267566328
PER_Jeddah,8.982235294117645,18.04468678294179
PER_Losail,6.81129999999999,14.089983101085997
PER_Marina Bay,19.214899999999993,10.643047291803018
PER_Miami,6.373409090909087,15.293828938057995
PER_Monaco,7.120857142857143,12.025352307811366
PER_Monza,5.4321388888888915,12.991417138475423
PER_Mugello,8.730666666666677,20.997956830764906
PER_Paul Ricard,0.1659999999999994,0.9486334381624981
PER_Portimao,6.6593260869565265,10.768335258576727
PER_Red Bull Ring,8.430470000000003,21.98363320476701
PER_Shanghai International,5.336571428571432,13.215626998080001
PER_Silverstone,11.551391304347831,11.340586275285496
PER_Sochi Autodrom,3.9069999999999956,12.508856480288054
PER_Spa-Francorchamps,0.994045454545451,11.124881899461025
PER_Suzuka,0.052466666666661395,0.7977439498509583
PER_Yas Marina,1.955269230769231,10.373804445072954
PER_Zandvoort,4.359212121212123,12.395930589203399
PIA_Albert Park,-0.008500000000002691,8.814095937757878
PIA_Bahrain International,0.03883333333333402,0.4013494321245059
PIA_Baku City,6.7666315789473614,13.33663805799867
PIA_Barcelona-Catalunya,0.7700555555555566,14.118866979250768
PIA_COTA,10.63413333333334,18.623929015676378
PIA_Gilles Villeneuve,-0.7779516129032281,12.3820490437803
PIA_Hermanos Rodriguez,0.9533333333333355,1.631963684236467
PIA_Hungaroring,7.308857142857141,15.242646588321975
PIA_Imola,-0.6852500000000141,0.4730210530903126
PIA_Interlagos,9.085882352941175,10.79539496082909
PIA_Jeddah,7.564363636363634,15.15366983226444
PIA_Las Vegas,4.0488888888888965,10.191117485885007
PIA_Losail,11.767181818181808,16.17822937700204
PIA_Marina Bay,-8.803833333333337,0.4495435092031322
PIA_Miami,-1.0482000000000056,0.3732140136704423
PIA_Monaco,7.045250000000002,14.70284880327
PIA_Monza,4.868647058823533,10.409978764034395
PIA_Red Bull Ring,-0.02874999999999517,0.4053996998847802
PIA_Shanghai International,0.266250000000003,0.30397080451911845
PIA_Silverstone,6.847956521739137,15.625753783936489
PIA_Spa-Francorchamps,3.6987380952380935,9.46815660994664
PIA_Suzuka,-0.2986250000000066,0.5584726460880326
PIA_Yas Marina,-1.1355000000000013,0.7391971996700186
PIA_Zandvoort,3.5874545454545497,11.658631659182914
RAI_Albert Park,6.382642857142853,11.07950583176842
RAI_Bahrain International,-0.6813333333333299,0.41198284753939257
RAI_Hockenheimring,7.999000000000004,14.994324602519258
RAI_Hungaroring,5.248749999999998,16.00563875415697
RAI_Interlagos,5.8469999999999995,10.154668201655545
RAI_Istanbul Park,7.237062499999999,6.096547394154062
RAI_Red Bull Ring,9.619772727272728,19.092626692474294
RAI_Spa-Francorchamps,-10.023250000000004,0.727318075764195
RIC_Albert Park,6.690277777777774,15.801095885869577
RIC_Bahrain International,-0.3721000000000008,0.8864417271960342
RIC_Barcelona-Catalunya,2.820687500000001,4.5977574565397274
RIC_COTA,-0.8472222222222174,0.4151300331756817
RIC_Gilles Villeneuve,-0.033368421052633844,11.587029321432333
RIC_Hermanos Rodriguez,2.717400000000005,9.866962317642537
RIC_Hockenheimring,0.2663333333333308,0.779074942907719
RIC_Hungaroring,4.889299999999997,9.982254241545702
RIC_Imola,5.418185185185176,10.774439057456728
RIC_Interlagos,-2.16711111111111,13.95857568346825
RIC_Istanbul Park,6.50083333333333,6.318215861037563
RIC_Jeddah,18.66972727272727,21.740405585411278
RIC_Marina Bay,-0.19116666666667234,0.5520961570837681
RIC_Monaco,5.354066666666668,9.600201206720817
RIC_Monza,4.009809523809527,12.180481277925953
RIC_Mugello,0.2947500000000076,0.4108993185684316
RIC_Paul Ricard,11.373249999999999,20.12890868543714
RIC_Red Bull Ring,1.493693548387097,4.664047788987263
RIC_Shanghai International,-0.7623333333333283,0.5052594053223234
RIC_Silverstone,2.1687333333333387,16.401863050051467
RIC_Sochi Autodrom,0.3856666666666643,15.798858320520633
RIC_Spa-Francorchamps,-0.8904411764705934,10.678860662955737
RIC_Yas Marina,5.9424375000000005,10.452992257203995
RIC_Zandvoort,-2.2751666666666637,15.935493910345757
RUS_Albert Park,8.353249999999997,12.592178750328817
RUS_Bahrain International,3.8981964285714272,9.251995882109945
RUS_Baku City,5.620249999999993,11.855373676101486
RUS_Barcelona-Catalunya,-1.7744999999999986,4.06305546971734
RUS_COTA,2.1249375000000033,7.428009876754786
RUS_Gilles Villeneuve,2.4273571428571405,9.87996826935615
RUS_Hermanos Rodriguez,2.94917647058824,8.003002250993797
RUS_Hungaroring,13.606772727272725,21.398272463406524
RUS_Imola,-0.2932000000000102,0.4261299097693125
RUS_Interlagos,3.484387096774195,12.051748016166007
RUS_Jeddah,11.116888888888887,18.645233291304763
RUS_Las Vegas,12.465107142857148,15.37166998166212
RUS_Losail,6.581199999999988,16.516400986196786
RUS_Marina Bay,-7.7645000000000035,0.874609277842903
RUS_Miami,3.3615714285714233,15.142953485490745
RUS_Monaco,9.774000000000001,16.322163372478993
RUS_Monza,0.2699444444444481,0.9632837510138551
RUS_Paul Ricard,7.400874999999997,17.260016375075004
RUS_Red Bull Ring,4.798147058823532,8.673641168370242
RUS_Shanghai International,10.761250000000006,18.214415364524566
RUS_Silverstone,7.732586956521747,13.604182847894142
RUS_Sochi Autodrom,7.40928571428571,8.03796389668401
RUS_Spa-Francorchamps,2.6067631578947332,9.678841104081902
RUS_Suzuka,0.5456249999999923,0.7971177976518485
RUS_Yas Marina,1.8012000000000008,10.682450507848449
RUS_Zandvoort,1.6249375000000041,12.017686406984202
SAI_Albert Park,10.435728571428568,18.034613437181612
SAI_Bahrain International,-0.01399999999999868,0.7768405096410422
SAI_Baku City,9.735599999999993,15.927659016105704
SAI_Barcelona-Catalunya,2.7194310344827595,12.691104010095962
SAI_COTA,3.673071428571433,12.753705822894428
SAI_Gilles Villeneuve,2.9848783783783763,9.714026912298156
SAI_Hermanos Rodriguez,2.986500000000003,10.062783527343804
SAI_Hockenheimring,6.495294117647059,13.761001604465
SAI_Hungaroring,7.6369358974358965,17.330542164803898
SAI_Imola,8.136772727272717,13.690047149147714
SAI_Interlagos,-0.6664444444444434,11.794095257743088
SAI_Jeddah,12.965679999999997,17.990728417067128
SAI_Las Vegas,11.127480000000006,15.178579210299404
SAI_Losail,10.266904761904751,21.025887847852616
SAI_Marina Bay,9.619264705882347,17.288216046756318
SAI_Miami,9.771039999999996,19.185646274146375
SAI_Monaco,10.652535211267606,15.750273996556366
SAI_Monza,2.386388888888892,8.746905752575849
SAI_Mugello,0.6328000000000088,0.4982973008154877
SAI_Paul Ricard,3.8067058823529396,12.751649558805648
SAI_Portimao,8.99790740740741,12.690191646304756
SAI_Red Bull Ring,6.196551724137932,15.769470975532276
SAI_Shanghai International,0.703800000000004,1.1108371617838537
SAI_Silverstone,6.518646153846161,13.391830960783947
SAI_Sochi Autodrom,-1.5568000000000028,12.046977477082512
SAI_Spa-Francorchamps,-0.6699482758620724,11.450610125934674
SAI_Suzuka,1.794833333333328,8.735975222505802
SAI_Yas Marina,7.242607142857144,15.777379377613137
SAI_Zandvoort,3.710125000000005,12.596726504494422
SAR_Las Vegas,8.992500000000009,10.484774766731562
SAR_Zandvoort,9.953117647058829,12.714537225565628
STR_Albert Park,9.172982758620687,15.996673776178529
STR_Bahrain International,3.6859999999999977,9.014673339160142
STR_Baku City,11.602727272727263,17.33738009095324
STR_Barcelona-Catalunya,0.7042857142857143,10.203067813001308
STR_COTA,1.678200000000004,0.7048072076816482
STR_Gilles Villeneuve,-4.706115384615385,12.891721507350248
STR_Hungaroring,3.8653235294117643,11.903554423129746
STR_Imola,6.871333333333323,17.82651528108246
STR_Interlagos,4.698416666666668,11.980197839149048
STR_Istanbul Park,-6.919309523809529,15.138070357938783
STR_Jeddah,10.919999999999996,19.77299970101832
STR_Miami,1.6884285714285656,0.5592989233981118
STR_Monza,3.523538461538467,10.494935076942152
STR_Mugello,-0.0014999999999965041,0.1872725286847996
STR_Red Bull Ring,10.744661764705883,24.24361370694402
STR_Silverstone,3.1017692307692353,14.15059014828058
STR_Sochi Autodrom,9.994307692307691,13.720410212433006
STR_Spa-Francorchamps,-3.6297307692307745,7.9925522431182365
STR_Yas Marina,11.3325,0.1982700179048717
STR_Zandvoort,4.649666666666671,18.905424054135015
TSU_Albert Park,-3.38083333333334,0.4052133594375521
TSU_Baku City,8.675740740740732,14.421798705145552
TSU_COTA,0.5883333333333406,0.5384420736408577
TSU_Gilles Villeneuve,-5.789750000000002,11.571048197391784
TSU_Hermanos Rodriguez,-0.5219999999999985,0.6854755040602606
TSU_Hungaroring,7.863999999999999,15.073862619969516
TSU_Imola,-0.32580000000000664,0.35539372532446134
TSU_Interlagos,13.928166666666668,5.902996062606811
TSU_Istanbul Park,-15.703136363636366,19.144697784361746
TSU_Jeddah,12.271649999999998,23.156839472275504
TSU_Las Vegas,7.1113076923076965,10.458399283069209
TSU_Losail,-2.145833333333343,0.3690671573936982
TSU_Marina Bay,12.16794444444444,19.725981420368722
TSU_Miami,7.960555555555554,12.473598218949409
TSU_Monaco,8.973035714285714,15.155902574592155
TSU_Paul Ricard,1.6988333333333305,0.48212048978099364
TSU_Red Bull Ring,2.2569117647058845,21.336902623620254
TSU_Suzuka,0.4574166666666599,0.5836051682638205
TSU_Yas Marina,12.846136363636363,23.472532033305345
TSU_Zandvoort,-6.928499999999995,0.7566604918984451
VER_Albert Park,5.58483333333333,16.06246198350143
VER_Bahrain International,1.8336714285714286,9.928911715394635
VER_Baku City,4.771805555555549,12.621155957517052
VER_Barcelona-Catalunya,8.507045454545455,20.63222574349849
VER_COTA,5.758068965517246,15.155563372502225
VER_Gilles Villeneuve,1.507099999999998,11.520583874801074
VER_Hermanos Rodriguez,2.705500000000004,9.704294373950962
VER_Hockenheimring,8.844291666666669,23.21465292209989
VER_Hungaroring,7.401840425531913,17.46024008535143
VER_Imola,5.634999999999991,10.210347098246302
VER_Interlagos,-1.0306000000000002,13.184938634669484
VER_Istanbul Park,-8.214583333333335,15.217637441373792
VER_Jeddah,11.393333333333333,19.82268649512618
VER_Las Vegas,11.627708333333338,15.454403004179092
VER_Losail,10.633407407407393,21.13860209383491
VER_Marina Bay,7.819421052631574,14.641529114572203
VER_Miami,3.3647647058823473,9.484243845250736
VER_Monaco,10.24049295774648,15.558992200996308
VER_Monza,6.232000000000002,15.151218425087336
VER_Mugello,-0.7177499999999917,0.41429971035470936
VER_Paul Ricard,3.3273888888888883,10.81960425577729
VER_Portimao,5.467261904761908,10.338010833350689
VER_Red Bull Ring,4.747964285714287,15.931289581059552
VER_Shanghai International,-0.49609999999999416,1.137158100021474
VER_Silverstone,6.724820895522394,15.594537969513143
VER_Sochi Autodrom,-12.608916666666671,0.941075347996142
VER_Spa-Francorchamps,-1.0615000000000028,10.193642185205443
VER_Suzuka,0.7641111111111043,6.557773572045793
VER_Yas Marina,10.954763157894735,18.698256816690964
VER_Zandvoort,0.7581935483871015,11.246068955919235
VET_Albert Park,7.226666666666667,13.872139350751445
VET_Bahrain International,9.298833333333334,17.63619826852337
VET_Baku City,9.412952380952374,14.067275821836263
