dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[79.911, 79.727, 79.327]","[0.0, 0.086, 0.0]",1244,12,1,9586
False,False,81,False,"[80.076, 79.808, 79.436]","[0.165, 0.167, 0.109]",1244,19,2,9586
False,False,63,False,"[80.169, 79.877, 79.44]","[0.258, 0.236, 0.113]",1244,18,3,9586
False,False,16,False,"[80.074, 80.007, 79.461]","[0.163, 0.366, 0.134]",1244,21,4,9586
False,False,55,False,"[80.149, 79.799, 79.467]","[0.238, 0.158, 0.14]",1244,18,5,9586
False,False,44,False,"[80.477, 79.641, 79.513]","[0.566, 0.0, 0.186]",1244,18,6,9586
False,False,1,False,"[80.226, 79.662, 80.022]","[0.315, 0.021, 0.695]",1244,18,7,9586
False,False,11,False,"[80.598, 80.216, 80.062]","[0.687, 0.575, 0.735]",1244,17,8,9586
False,False,23,False,"[80.542, 80.314, 80.299]","[0.631, 0.673, 0.972]",1244,18,9,9586
False,False,27,False,"[80.781, 80.411, 80.339]","[0.87, 0.77, 1.012]",1244,18,10,9586
False,False,14,False,"[80.617, 80.421, None]","[0.706, 0.78, None]",1244,11,11,9586
False,False,3,False,"[80.901, 80.479, None]","[0.99, 0.838, None]",1244,12,12,9586
False,False,20,False,"[80.856, 80.698, None]","[0.945, 1.057, None]",1244,11,13,9586
False,False,10,False,"[80.748, 80.738, None]","[0.837, 1.097, None]",1244,16,14,9586
False,False,31,False,"[80.764, 80.766, None]","[0.853, 1.125, None]",1244,16,15,9586
False,False,22,False,"[80.945, None, None]","[1.034, None, None]",1244,6,16,9586
False,False,18,False,"[81.013, None, None]","[1.102, None, None]",1244,6,17,9586
False,False,43,False,"[81.061, None, None]","[1.15, None, None]",1244,6,18,9586
False,False,77,False,"[81.101, None, None]","[1.19, None, None]",1244,6,19,9586
False,False,24,False,"[81.445, None, None]","[1.534, None, None]",1244,9,20,9586
