dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,16,False,"[102.775, 102.056, 101.365]","[0.0, 0.014, 0.0]",1245,20,1,9594
False,False,81,False,"[103.033, 102.598, 101.686]","[0.258, 0.556, 0.321]",1245,19,2,9594
False,False,55,False,"[103.357, 102.503, 101.805]","[0.582, 0.461, 0.44]",1245,23,3,9594
False,False,11,False,"[103.213, 102.263, 101.813]","[0.438, 0.221, 0.448]",1245,15,4,9594
False,False,63,False,"[103.139, 102.329, 101.874]","[0.364, 0.287, 0.509]",1245,20,5,9594
False,False,1,False,"[103.097, 102.042, 102.023]","[0.322, 0.0, 0.658]",1245,20,6,9594
False,False,44,False,"[103.089, 102.765, 102.289]","[0.314, 0.723, 0.924]",1245,22,7,9594
False,False,14,False,"[103.472, 102.426, 102.369]","[0.697, 0.384, 1.004]",1245,19,8,9594
False,False,43,False,"[103.138, 102.473, 102.53]","[0.363, 0.431, 1.165]",1245,20,9,9594
False,False,23,False,"[102.899, 102.84, 102.859]","[0.124, 0.798, 1.494]",1245,19,10,9594
False,False,50,False,"[103.471, 102.968, None]","[0.696, 0.926, None]",1245,14,11,9594
False,False,22,False,"[103.337, 103.035, None]","[0.562, 0.993, None]",1245,16,12,9594
False,False,10,False,"[None, None, None]","[None, None, None]",1245,0,,9594
False,False,27,False,"[103.101, 103.191, None]","[0.326, 1.149, None]",1245,14,13,9594
False,False,18,False,"[103.37, 103.404, None]","[0.595, 1.362, None]",1245,14,14,9594
False,False,3,False,"[103.547, None, None]","[0.772, None, None]",1245,9,15,9594
False,False,4,False,"[103.609, None, None]","[0.834, None, None]",1245,7,16,9594
False,False,77,False,"[103.618, None, None]","[0.843, None, None]",1245,7,17,9594
False,False,24,False,"[104.246, None, None]","[1.471, None, None]",1245,10,18,9594
False,False,31,False,"[104.504, None, None]","[1.729, None, None]",1245,8,19,9594
