dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[90.002, 90.007, 89.525]","[0.0, 0.367, 0.0]",1246,16,1,9602
False,False,1,False,"[90.157, 89.68, 89.728]","[0.155, 0.04, 0.203]",1246,18,2,9602
False,False,44,False,"[90.393, 89.929, 89.841]","[0.391, 0.289, 0.316]",1246,16,3,9602
False,False,63,False,"[90.811, 90.153, 89.867]","[0.809, 0.513, 0.342]",1246,17,4,9602
False,False,81,False,"[90.258, 89.64, 89.953]","[0.256, 0.0, 0.428]",1246,18,5,9602
False,False,27,False,"[90.724, 90.15, 90.115]","[0.722, 0.51, 0.59]",1246,18,6,9602
False,False,14,False,"[90.684, 90.45, 90.214]","[0.682, 0.81, 0.689]",1246,17,7,9602
False,False,22,False,"[90.716, 90.289, 90.354]","[0.714, 0.649, 0.829]",1246,17,8,9602
True,False,16,False,"[90.786, 89.747, None]","[0.784, 0.107, None]",1246,19,9,9602
False,True,55,False,"[90.67, 90.108, None]","[0.668, 0.468, None]",1246,16,10,9602
False,False,23,False,"[90.679, 90.474, None]","[0.677, 0.834, None]",1246,12,11,9602
False,False,43,False,"[90.704, 90.481, None]","[0.702, 0.841, None]",1246,12,12,9602
False,False,11,False,"[90.624, 90.579, None]","[0.622, 0.939, None]",1246,14,13,9602
False,False,20,False,"[90.829, 90.653, None]","[0.827, 1.013, None]",1246,12,14,9602
False,False,31,False,"[90.958, 90.769, None]","[0.956, 1.129, None]",1246,15,15,9602
False,False,3,False,"[91.085, None, None]","[1.083, None, None]",1246,6,16,9602
False,False,18,False,"[91.094, None, None]","[1.092, None, None]",1246,6,17,9602
False,False,10,False,"[91.312, None, None]","[1.31, None, None]",1246,9,18,9602
False,False,77,False,"[91.572, None, None]","[1.57, None, None]",1246,9,19,9602
False,False,24,False,"[92.054, None, None]","[2.052, None, None]",1246,9,20,9602
