dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,1,False,"[65.336, 64.469, 64.314]","[0.073, 0.0, 0.0]",1239,18,1,9541
False,False,4,False,"[65.45, 65.103, 64.718]","[0.187, 0.634, 0.404]",1239,20,2,9541
False,False,63,False,"[65.585, 65.016, 64.84]","[0.322, 0.547, 0.526]",1239,18,3,9541
False,False,55,False,"[65.263, 65.016, 64.851]","[0.0, 0.547, 0.537]",1239,18,4,9541
False,False,44,False,"[65.541, 65.053, 64.903]","[0.278, 0.584, 0.589]",1239,18,5,9541
False,False,16,False,"[65.509, 65.104, 65.044]","[0.246, 0.635, 0.73]",1239,22,6,9541
False,False,81,False,"[65.311, 65.07, 65.048]","[0.048, 0.601, 0.734]",1239,17,7,9541
False,False,11,False,"[65.587, 65.144, 65.202]","[0.324, 0.675, 0.888]",1239,21,8,9541
False,False,27,False,"[65.596, 65.262, 65.385]","[0.333, 0.793, 1.071]",1239,21,9,9541
False,False,31,False,"[65.574, 65.274, 65.883]","[0.311, 0.805, 1.569]",1239,24,10,9541
False,False,3,False,"[65.569, 65.289, None]","[0.306, 0.82, None]",1239,15,11,9541
False,False,20,False,"[65.508, 65.347, None]","[0.245, 0.878, None]",1239,15,12,9541
False,False,10,False,"[65.598, 65.359, None]","[0.335, 0.89, None]",1239,18,13,9541
False,False,22,False,"[65.563, 65.412, None]","[0.3, 0.943, None]",1239,15,14,9541
False,False,14,False,"[65.656, 65.639, None]","[0.393, 1.17, None]",1239,15,15,9541
False,False,23,False,"[65.736, None, None]","[0.473, None, None]",1239,9,16,9541
False,False,18,False,"[65.819, None, None]","[0.556, None, None]",1239,9,17,9541
False,False,77,False,"[65.847, None, None]","[0.584, None, None]",1239,9,18,9541
False,False,2,False,"[65.856, None, None]","[0.593, None, None]",1239,9,19,9541
False,False,24,False,"[66.061, None, None]","[0.798, None, None]",1239,9,20,9541
