dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[71.377, 70.496, 69.673]","[0.371, 0.0, 0.0]",1243,14,1,9578
False,False,1,False,"[71.393, 70.811, 70.029]","[0.387, 0.315, 0.356]",1243,14,2,9578
False,False,81,False,"[71.541, 70.505, 70.172]","[0.535, 0.009, 0.499]",1243,16,3,9578
False,False,63,False,"[71.049, 70.552, 70.244]","[0.043, 0.056, 0.571]",1243,18,4,9578
False,False,11,False,"[71.006, 70.678, 70.416]","[0.0, 0.182, 0.743]",1243,17,5,9578
False,False,16,False,"[71.37, 70.689, 70.582]","[0.364, 0.193, 0.909]",1243,24,6,9578
False,False,14,False,"[71.493, 70.845, 70.633]","[0.487, 0.349, 0.96]",1243,16,7,9578
False,False,23,False,"[None, None, None]","[None, None, None]",1243,0,,9578
False,False,18,False,"[71.518, 70.661, 70.857]","[0.512, 0.165, 1.184]",1243,19,8,9578
False,False,10,False,"[71.718, 70.815, 70.977]","[0.712, 0.319, 1.304]",1243,20,9,9578
False,False,55,False,"[71.327, 70.914, None]","[0.321, 0.418, None]",1243,18,10,9578
False,False,44,False,"[71.375, 70.948, None]","[0.369, 0.452, None]",1243,13,11,9578
False,False,22,False,"[71.603, 70.955, None]","[0.597, 0.459, None]",1243,15,12,9578
False,False,27,False,"[71.832, 71.215, None]","[0.826, 0.719, None]",1243,17,13,9578
False,False,20,False,"[71.63, 71.295, None]","[0.624, 0.799, None]",1243,15,14,9578
False,False,3,False,"[71.943, None, None]","[0.937, None, None]",1243,9,15,9578
False,False,31,False,"[71.995, None, None]","[0.989, None, None]",1243,9,16,9578
False,False,77,False,"[72.168, None, None]","[1.162, None, None]",1243,9,17,9578
False,False,24,False,"[73.261, None, None]","[2.255, None, None]",1243,9,18,9578
