dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,63,False,"[90.106, 86.723, 85.819]","[0.559, 0.164, 0.0]",1240,26,1,9554
False,False,44,False,"[89.547, 86.77, 85.99]","[0.0, 0.211, 0.171]",1240,25,2,9554
False,False,4,False,"[91.596, 86.559, 86.03]","[2.049, 0.0, 0.211]",1240,22,3,9554
False,False,1,False,"[91.342, 86.796, 86.203]","[1.795, 0.237, 0.384]",1240,24,4,9554
False,False,81,False,"[90.895, 86.733, 86.237]","[1.348, 0.174, 0.418]",1240,24,5,9554
False,False,27,False,"[91.929, 86.847, 86.338]","[2.382, 0.288, 0.519]",1240,17,6,9554
False,False,55,False,"[90.557, 86.843, 86.509]","[1.01, 0.284, 0.69]",1240,24,7,9554
False,False,18,False,"[91.41, 86.938, 86.585]","[1.863, 0.379, 0.766]",1240,24,8,9554
False,False,23,False,"[91.135, 86.933, 86.64]","[1.588, 0.374, 0.821]",1240,23,9,9554
False,False,14,False,"[91.264, 86.73, 86.917]","[1.717, 0.171, 1.098]",1240,24,10,9554
False,False,16,False,"[90.496, 87.097, None]","[0.949, 0.538, None]",1240,18,11,9554
False,False,2,False,"[91.608, 87.175, None]","[2.061, 0.616, None]",1240,20,12,9554
False,False,22,False,"[90.994, 87.269, None]","[1.447, 0.71, None]",1240,17,13,9554
False,False,24,False,"[91.19, 87.867, None]","[1.643, 1.308, None]",1240,22,14,9554
False,False,3,False,"[91.291, 87.949, None]","[1.744, 1.39, None]",1240,18,15,9554
False,False,77,False,"[92.431, None, None]","[2.884, None, None]",1240,11,16,9554
False,False,20,False,"[92.905, None, None]","[3.358, None, None]",1240,6,17,9554
False,False,31,False,"[94.557, None, None]","[5.01, None, None]",1240,11,18,9554
False,False,11,False,"[98.348, None, None]","[8.801, None, None]",1240,5,19,9554
False,False,10,False,"[99.804, None, None]","[10.257, None, None]",1240,7,20,9554
