dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,1,False,"[90.031, 89.374, 89.179]","[0.122, 0.209, 0.0]",1229,17,1,9468
False,False,16,False,"[90.243, 89.165, 89.407]","[0.334, 0.0, 0.228]",1229,19,2,9468
False,False,63,False,"[90.35, 89.922, 89.485]","[0.441, 0.757, 0.306]",1229,17,3,9468
False,False,55,False,"[89.909, 89.573, 89.507]","[0.0, 0.408, 0.328]",1229,18,4,9468
False,False,11,False,"[90.221, 89.932, 89.537]","[0.312, 0.767, 0.358]",1229,17,5,9468
False,False,14,False,"[90.179, 89.801, 89.542]","[0.27, 0.636, 0.363]",1229,14,6,9468
False,False,4,False,"[90.143, 89.941, 89.614]","[0.234, 0.776, 0.435]",1229,15,7,9468
False,False,81,False,"[90.531, 90.122, 89.683]","[0.622, 0.957, 0.504]",1229,18,8,9468
False,False,44,False,"[90.451, 89.718, 89.71]","[0.542, 0.553, 0.531]",1229,18,9,9468
False,False,27,False,"[90.566, 89.851, 90.502]","[0.657, 0.686, 1.323]",1229,18,10,9468
False,False,22,False,"[90.481, 90.129, None]","[0.572, 0.964, None]",1229,12,11,9468
False,False,18,False,"[89.965, 90.2, None]","[0.056, 1.035, None]",1229,12,12,9468
False,False,23,False,"[90.397, 90.221, None]","[0.488, 1.056, None]",1229,12,13,9468
False,False,3,False,"[90.562, 90.278, None]","[0.653, 1.113, None]",1229,12,14,9468
False,False,20,False,"[90.646, 90.529, None]","[0.737, 1.364, None]",1229,12,15,9468
False,False,77,False,"[90.756, None, None]","[0.847, None, None]",1229,6,16,9468
False,False,24,False,"[90.757, None, None]","[0.848, None, None]",1229,6,17,9468
False,False,2,False,"[90.77, None, None]","[0.861, None, None]",1229,6,18,9468
False,False,31,False,"[90.793, None, None]","[0.884, None, None]",1229,9,19,9468
False,False,10,False,"[90.948, None, None]","[1.039, None, None]",1229,9,20,9468
