dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[83.682, 83.098, 82.595]","[0.38, 0.113, 0.0]",1252,16,1,9658
False,False,81,False,"[83.64, 83.199, 82.804]","[0.338, 0.214, 0.209]",1252,16,2,9658
False,False,55,False,"[83.487, 82.985, 82.824]","[0.185, 0.0, 0.229]",1252,16,3,9658
False,False,27,False,"[83.722, 83.04, 82.886]","[0.42, 0.055, 0.291]",1252,17,4,9658
False,False,1,False,"[83.516, 82.998, 82.945]","[0.214, 0.013, 0.35]",1252,15,5,9658
False,False,10,False,"[83.548, 83.086, 82.984]","[0.246, 0.101, 0.389]",1252,18,6,9658
False,False,63,False,"[83.678, 83.283, 83.132]","[0.376, 0.298, 0.537]",1252,19,7,9658
False,False,14,False,"[83.794, 83.268, 83.196]","[0.492, 0.283, 0.601]",1252,19,8,9658
False,False,77,False,"[83.481, 83.341, 83.204]","[0.179, 0.356, 0.609]",1252,15,9,9658
False,False,11,False,"[83.559, 83.379, 83.264]","[0.257, 0.394, 0.669]",1252,18,10,9658
False,False,22,False,"[83.735, 83.419, None]","[0.433, 0.434, None]",1252,12,11,9658
False,False,30,False,"[83.733, 83.472, None]","[0.431, 0.487, None]",1252,12,12,9658
False,False,18,False,"[83.729, 83.784, None]","[0.427, 0.799, None]",1252,14,13,9658
False,False,16,False,"[83.302, 83.833, None]","[0.0, 0.848, None]",1252,12,14,9658
False,False,20,False,"[83.632, 83.877, None]","[0.33, 0.892, None]",1252,11,15,9658
False,False,23,False,"[83.821, None, None]","[0.519, None, None]",1252,6,16,9658
False,False,24,False,"[83.88, None, None]","[0.578, None, None]",1252,6,17,9658
False,False,44,False,"[83.887, None, None]","[0.585, None, None]",1252,7,18,9658
False,False,43,False,"[83.912, None, None]","[0.61, None, None]",1252,6,19,9658
False,False,61,False,"[84.105, None, None]","[0.803, None, None]",1252,6,20,9658
