dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,1,False,"[93.363, 93.163, 92.143]","[0.139, 0.13, 0.0]",1271,12,1,9879
False,False,4,False,"[93.224, 93.033, 92.214]","[0.0, 0.0, 0.071]",1271,12,2,9879
False,False,81,False,"[93.889, 93.371, 92.523]","[0.665, 0.338, 0.38]",1271,13,3,9879
False,False,27,False,"[94.236, 93.577, 92.645]","[1.012, 0.544, 0.502]",1271,12,4,9879
False,False,63,False,"[94.653, 93.462, 92.888]","[1.429, 0.429, 0.745]",1271,13,5,9879
False,False,14,False,"[94.737, 93.951, 92.91]","[1.513, 0.918, 0.767]",1271,12,6,9879
False,False,55,False,"[94.239, 93.652, 92.911]","[1.015, 0.619, 0.768]",1271,14,7,9879
False,False,44,False,"[94.226, 94.012, 93.035]","[1.002, 0.979, 0.892]",1271,14,8,9879
False,False,23,False,"[94.472, 93.831, 93.099]","[1.248, 0.798, 0.956]",1271,14,9,9879
False,False,16,False,"[94.913, 93.938, 93.104]","[1.689, 0.905, 0.961]",1271,15,10,9879
False,False,12,False,"[94.414, 94.018, None]","[1.19, 0.985, None]",1271,11,11,9879
False,False,6,False,"[94.243, 94.241, None]","[1.019, 1.208, None]",1271,9,12,9879
False,False,10,False,"[95.144, 94.258, None]","[1.92, 1.225, None]",1271,9,13,9879
False,False,18,False,"[94.988, 94.394, None]","[1.764, 1.361, None]",1271,10,14,9879
True,False,30,False,"[94.603, None, None]","[1.379, None, None]",1271,8,15,9879
False,False,87,False,"[95.159, None, None]","[1.935, None, None]",1271,5,16,9879
False,False,43,False,"[95.246, None, None]","[2.022, None, None]",1271,6,17,9879
False,False,22,False,"[95.259, None, None]","[2.035, None, None]",1271,5,18,9879
False,False,31,False,"[96.003, None, None]","[2.779, None, None]",1271,5,19,9879
True,False,5,False,"[None, None, None]","[None, None, None]",1271,5,,9879
