dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,81,False,"[75.5, 75.214, 74.67]","[0.325, 0.016, 0.0]",1260,18,1,9983
False,False,1,False,"[75.175, 75.394, 74.704]","[0.0, 0.196, 0.034]",1260,17,2,9983
False,False,63,False,"[75.852, 75.334, 74.807]","[0.677, 0.136, 0.137]",1260,17,3,9983
False,False,4,False,"[75.894, 75.261, 74.962]","[0.719, 0.063, 0.292]",1260,19,4,9983
False,False,14,False,"[75.695, 75.442, 75.431]","[0.52, 0.244, 0.761]",1260,19,5,9983
False,False,55,False,"[75.987, 75.198, 75.432]","[0.812, 0.0, 0.762]",1260,21,6,9983
False,False,23,False,"[76.123, 75.521, 75.473]","[0.948, 0.323, 0.803]",1260,20,7,9983
False,False,18,False,"[75.817, 75.497, 75.581]","[0.642, 0.299, 0.911]",1260,21,8,9983
False,False,6,False,"[76.253, 75.51, 75.746]","[1.078, 0.312, 1.076]",1260,17,9,9983
False,False,10,False,"[75.937, 75.505, 75.787]","[0.762, 0.307, 1.117]",1260,17,10,9983
False,False,16,False,"[76.108, 75.604, None]","[0.933, 0.406, None]",1260,14,11,9983
False,False,44,False,"[76.163, 75.765, None]","[0.988, 0.567, None]",1260,14,12,9983
False,False,12,False,"[75.943, 75.772, None]","[0.768, 0.574, None]",1260,13,13,9983
False,False,5,False,"[76.34, 76.26, None]","[1.165, 1.062, None]",1260,15,14,9983
False,False,43,False,"[76.256, None, None]","[1.081, None, None]",1260,5,15,9983
False,False,30,False,"[76.379, None, None]","[1.204, None, None]",1260,6,16,9983
False,False,27,False,"[76.518, None, None]","[1.343, None, None]",1260,9,17,9983
False,False,31,False,"[76.613, None, None]","[1.438, None, None]",1260,9,18,9983
False,False,87,False,"[76.918, None, None]","[1.743, None, None]",1260,8,19,9983
True,False,22,False,"[None, None, None]","[None, None, None]",1260,2,,9983
