dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[71.285, 70.57, 69.954]","[0.056, 0.0, 0.0]",1261,27,1,9975
False,False,16,False,"[71.229, 70.581, 70.063]","[0.0, 0.011, 0.109]",1261,27,2,9975
False,False,81,False,"[71.308, 70.858, 70.129]","[0.079, 0.288, 0.175]",1261,29,3,9975
False,False,44,False,"[71.575, 70.883, 70.382]","[0.346, 0.313, 0.428]",1261,28,4,9975
False,False,1,False,"[71.431, 70.875, 70.669]","[0.202, 0.305, 0.715]",1261,21,5,9975
False,False,6,False,"[71.811, 71.04, 70.923]","[0.582, 0.47, 0.969]",1261,27,6,9975
False,False,14,False,"[71.674, 71.182, 70.924]","[0.445, 0.612, 0.97]",1261,30,7,9975
False,False,31,False,"[71.839, 71.262, 70.942]","[0.61, 0.692, 0.988]",1261,32,8,9975
False,False,30,False,"[71.818, 71.25, 71.129]","[0.589, 0.68, 1.175]",1261,26,9,9975
False,False,23,False,"[71.629, 70.732, 71.213]","[0.4, 0.162, 1.259]",1261,34,10,9975
False,False,55,False,"[71.707, 71.362, None]","[0.478, 0.792, None]",1261,25,11,9975
False,False,22,False,"[71.8, 71.415, None]","[0.571, 0.845, None]",1261,20,12,9975
False,False,27,False,"[71.871, 71.596, None]","[0.642, 1.026, None]",1261,23,13,9975
True,False,63,False,"[71.507, None, None]","[0.278, None, None]",1261,13,14,9975
False,False,12,False,"[71.88, None, None]","[0.651, None, None]",1261,11,15,9975
False,False,5,False,"[71.902, None, None]","[0.673, None, None]",1261,13,16,9975
False,False,87,False,"[71.979, None, None]","[0.75, None, None]",1261,13,17,9975
False,False,10,False,"[71.994, None, None]","[0.765, None, None]",1261,11,18,9975
False,False,18,False,"[72.563, None, None]","[1.334, None, None]",1261,11,19,9975
False,False,43,False,"[72.597, None, None]","[1.368, None, None]",1261,12,20,9975
