dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,81,False,"[91.392, 90.454, 89.841]","[0.285, 0.0, 0.0]",1257,15,1,10010
False,False,63,False,"[91.494, 90.664, 90.009]","[0.387, 0.21, 0.168]",1257,20,2,10010
False,False,16,False,"[91.454, 90.724, 90.175]","[0.347, 0.27, 0.334]",1257,16,3,10010
False,False,12,False,"[91.415, 90.716, 90.213]","[0.308, 0.262, 0.372]",1257,20,4,10010
False,False,10,False,"[91.462, 90.643, 90.216]","[0.355, 0.189, 0.375]",1257,19,5,10010
False,False,4,False,"[91.107, 90.56, 90.267]","[0.0, 0.106, 0.426]",1257,18,6,10010
False,False,1,False,"[91.303, 91.019, 90.423]","[0.196, 0.565, 0.582]",1257,17,7,10010
False,False,55,False,"[91.591, 90.844, 90.68]","[0.484, 0.39, 0.839]",1257,19,8,10010
False,False,44,False,"[91.219, 91.009, 90.772]","[0.112, 0.555, 0.931]",1257,18,9,10010
False,False,22,False,"[91.751, 91.228, 91.303]","[0.644, 0.774, 1.462]",1257,17,10,10010
False,False,7,False,"[91.414, 91.245, None]","[0.307, 0.791, None]",1257,13,11,10010
False,False,6,False,"[91.591, 91.271, None]","[0.484, 0.817, None]",1257,12,12,10010
False,False,14,False,"[91.634, 91.886, None]","[0.527, 1.432, None]",1257,15,13,10010
True,False,31,False,"[91.594, None, None]","[0.487, None, None]",1257,8,14,10010
False,False,23,False,"[92.04, None, None]","[0.933, None, None]",1257,6,15,10010
False,False,27,False,"[92.067, None, None]","[0.96, None, None]",1257,17,16,10010
False,False,30,False,"[92.165, None, None]","[1.058, None, None]",1257,6,17,10010
False,False,5,False,"[92.186, None, None]","[1.079, None, None]",1257,6,18,10010
False,False,18,False,"[92.283, None, None]","[1.176, None, None]",1257,9,19,10010
False,False,87,False,"[92.373, None, None]","[1.266, None, None]",1257,6,20,10010
