dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,63,False,"[72.075, 71.57, 70.899]","[0.249, 0.0, 0.0]",1263,21,1,9959
False,False,1,False,"[72.054, 71.638, 71.059]","[0.228, 0.068, 0.16]",1263,20,2,9959
False,False,81,False,"[71.939, 71.715, 71.12]","[0.113, 0.145, 0.221]",1263,23,3,9959
False,False,12,False,"[72.279, 71.974, 71.391]","[0.453, 0.404, 0.492]",1263,21,4,9959
False,False,44,False,"[71.952, 71.885, 71.526]","[0.126, 0.315, 0.627]",1263,27,5,9959
False,False,14,False,"[72.073, 71.805, 71.586]","[0.247, 0.235, 0.687]",1263,27,6,9959
False,False,4,False,"[71.826, 71.599, 71.625]","[0.0, 0.029, 0.726]",1263,22,7,9959
False,False,16,False,"[72.038, 71.626, 71.682]","[0.212, 0.056, 0.783]",1263,27,8,9959
False,False,6,False,"[72.211, 72.003, 71.867]","[0.385, 0.433, 0.968]",1263,21,9,9959
False,False,23,False,"[72.09, 71.892, 71.907]","[0.264, 0.322, 1.008]",1263,30,10,9959
False,False,22,False,"[72.334, 72.102, None]","[0.508, 0.532, None]",1263,15,11,9959
False,False,43,False,"[72.234, 72.142, None]","[0.408, 0.572, None]",1263,20,12,9959
False,False,27,False,"[72.323, 72.183, None]","[0.497, 0.613, None]",1263,18,13,9959
False,False,87,False,"[72.306, 72.34, None]","[0.48, 0.77, None]",1263,19,14,9959
False,False,31,False,"[72.378, 72.634, None]","[0.552, 1.064, None]",1263,21,15,9959
False,False,5,False,"[72.385, None, None]","[0.559, None, None]",1263,11,16,9959
False,False,55,False,"[72.398, None, None]","[0.572, None, None]",1263,13,17,9959
False,False,18,False,"[72.517, None, None]","[0.691, None, None]",1263,12,18,9959
False,False,30,False,"[72.525, None, None]","[0.699, None, None]",1263,10,19,9959
False,False,10,False,"[72.667, None, None]","[0.841, None, None]",1263,12,20,9959
