dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,81,False,"[91.591, 91.2, 90.641]","[0.608, 0.413, 0.0]",1255,20,1,9994
False,False,63,False,"[91.295, 91.307, 90.723]","[0.312, 0.52, 0.082]",1255,22,2,9994
False,False,4,False,"[90.983, 90.787, 90.793]","[0.0, 0.0, 0.152]",1255,17,3,9994
False,False,1,False,"[91.424, 91.142, 90.817]","[0.441, 0.355, 0.176]",1255,15,4,9994
False,False,44,False,"[91.69, 91.501, 90.927]","[0.707, 0.714, 0.286]",1255,21,5,9994
False,False,16,False,"[91.579, 91.45, 91.021]","[0.596, 0.663, 0.38]",1255,21,6,9994
False,False,6,False,"[91.162, 91.253, 91.079]","[0.179, 0.466, 0.438]",1255,20,7,9994
False,False,12,False,"[91.676, 91.59, 91.103]","[0.693, 0.803, 0.462]",1255,22,8,9994
False,False,22,False,"[91.238, 91.26, 91.638]","[0.255, 0.473, 0.997]",1255,19,9,9994
False,False,23,False,"[91.503, 91.595, 91.706]","[0.52, 0.808, 1.065]",1255,20,10,9994
False,False,31,False,"[91.876, 91.625, None]","[0.893, 0.838, None]",1255,15,11,9994
False,False,27,False,"[91.921, 91.632, None]","[0.938, 0.845, None]",1255,15,12,9994
False,False,14,False,"[91.719, 91.688, None]","[0.736, 0.901, None]",1255,15,13,9994
False,False,18,False,"[91.923, 91.773, None]","[0.94, 0.986, None]",1255,15,14,9994
False,False,55,False,"[91.628, 91.84, None]","[0.645, 1.053, None]",1255,15,15,9994
False,False,10,False,"[91.992, None, None]","[1.009, None, None]",1255,9,16,9994
False,False,87,False,"[92.018, None, None]","[1.035, None, None]",1255,8,17,9994
False,False,7,False,"[92.092, None, None]","[1.109, None, None]",1255,8,18,9994
False,False,5,False,"[92.141, None, None]","[1.158, None, None]",1255,9,19,9994
False,False,30,False,"[92.174, None, None]","[1.191, None, None]",1255,8,20,9994
