dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[64.672, 64.41, 63.971]","[0.0, 0.0, 0.0]",1264,18,1,9951
False,False,16,False,"[65.197, 64.734, 64.492]","[0.525, 0.324, 0.521]",1264,21,2,9951
False,False,81,False,"[64.966, 64.556, 64.554]","[0.294, 0.146, 0.583]",1264,19,3,9951
False,False,44,False,"[65.115, 64.896, 64.582]","[0.443, 0.486, 0.611]",1264,21,4,9951
False,False,63,False,"[65.189, 64.86, 64.763]","[0.517, 0.45, 0.792]",1264,18,5,9951
False,False,30,False,"[65.017, 65.041, 64.926]","[0.345, 0.631, 0.955]",1264,17,6,9951
False,False,1,False,"[65.106, 64.836, 64.929]","[0.434, 0.426, 0.958]",1264,18,7,9951
False,False,5,False,"[65.123, 64.846, 65.132]","[0.451, 0.436, 1.161]",1264,21,8,9951
False,False,12,False,"[65.178, 65.052, 65.276]","[0.506, 0.642, 1.305]",1264,17,9,9951
False,False,10,False,"[65.054, 64.846, 65.649]","[0.382, 0.436, 1.678]",1264,21,10,9951
False,False,14,False,"[65.197, 65.128, None]","[0.525, 0.718, None]",1264,14,11,9951
False,False,23,False,"[65.143, 65.205, None]","[0.471, 0.795, None]",1264,18,12,9951
False,False,6,False,"[65.063, 65.226, None]","[0.391, 0.816, None]",1264,12,13,9951
False,False,43,False,"[65.278, 65.288, None]","[0.606, 0.878, None]",1264,15,14,9951
False,False,87,False,"[65.218, 65.312, None]","[0.546, 0.902, None]",1264,15,15,9951
False,False,18,False,"[65.329, None, None]","[0.657, None, None]",1264,9,16,9951
False,False,31,False,"[65.364, None, None]","[0.692, None, None]",1264,9,17,9951
False,False,22,False,"[65.369, None, None]","[0.697, None, None]",1264,6,18,9951
False,False,55,False,"[65.582, None, None]","[0.91, None, None]",1264,12,19,9951
False,False,27,False,"[65.606, None, None]","[0.934, None, None]",1264,9,20,9951
