dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[115.473, 111.379, 107.934]","[2.329, 0.444, 0.0]",1274,25,1,9854
False,False,1,False,"[113.458, 111.593, 108.257]","[0.314, 0.658, 0.323]",1274,24,2,9854
False,False,55,False,"[114.873, 111.144, 108.296]","[1.729, 0.209, 0.362]",1274,24,3,9854
False,False,63,False,"[113.144, 110.935, 108.803]","[0.0, 0.0, 0.869]",1274,25,4,9854
False,False,81,False,"[114.544, 112.126, 108.961]","[1.4, 1.191, 1.027]",1274,23,5,9854
False,False,30,False,"[114.828, 111.621, 109.062]","[1.684, 0.686, 1.128]",1274,25,6,9854
False,False,14,False,"[113.739, 111.865, 109.466]","[0.595, 0.93, 1.532]",1274,25,7,9854
False,False,6,False,"[115.613, 111.12, 109.554]","[2.469, 0.185, 1.62]",1274,25,8,9854
False,False,16,False,"[114.814, 111.952, 109.872]","[1.67, 1.017, 1.938]",1274,24,9,9854
False,False,10,False,"[114.432, 111.76, 111.54]","[1.288, 0.825, 3.606]",1274,25,10,9854
False,False,27,False,"[114.555, 112.781, None]","[1.411, 1.846, None]",1274,18,11,9854
False,False,18,False,"[114.416, 112.85, None]","[1.272, 1.915, None]",1274,18,12,9854
False,False,31,False,"[114.635, 112.987, None]","[1.491, 2.052, None]",1274,17,13,9854
False,False,87,False,"[116.016, 113.094, None]","[2.872, 2.159, None]",1274,17,14,9854
False,False,43,False,"[114.847, 113.683, None]","[1.703, 2.748, None]",1274,17,15,9854
False,False,23,False,"[116.22, None, None]","[3.076, None, None]",1274,8,16,9854
False,False,12,False,"[116.314, None, None]","[3.17, None, None]",1274,8,17,9854
False,False,5,False,"[116.674, None, None]","[3.53, None, None]",1274,9,18,9854
False,False,22,False,"[116.798, None, None]","[3.654, None, None]",1274,9,19,9854
False,False,44,False,"[117.115, None, None]","[3.971, None, None]",1274,9,20,9854
