dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,81,False,"[80.234, 79.65, 79.387]","[0.16, 0.0, 0.0]",1275,18,1,9846
False,False,4,False,"[80.157, 79.861, 79.495]","[0.083, 0.211, 0.108]",1275,17,2,9846
False,False,1,False,"[80.472, 79.985, 79.651]","[0.398, 0.335, 0.264]",1275,23,3,9846
False,False,63,False,"[80.074, 80.186, 79.662]","[0.0, 0.536, 0.275]",1275,26,4,9846
False,False,12,False,"[80.576, 80.084, 79.846]","[0.502, 0.434, 0.459]",1275,22,5,9846
False,False,6,False,"[80.603, 80.35, 80.114]","[0.529, 0.7, 0.727]",1275,20,6,9846
False,False,55,False,"[80.52, 80.251, 80.287]","[0.446, 0.601, 0.9]",1275,25,7,9846
False,False,14,False,"[80.598, 80.219, 80.418]","[0.524, 0.569, 1.031]",1275,21,8,9846
False,False,10,False,"[80.681, 80.324, 80.477]","[0.607, 0.674, 1.09]",1275,21,9,9846
False,False,16,False,"[80.564, 80.343, 80.561]","[0.49, 0.693, 1.174]",1275,23,10,9846
False,False,27,False,"[80.63, 80.353, None]","[0.556, 0.703, None]",1275,20,11,9846
False,False,30,False,"[80.539, 80.433, None]","[0.465, 0.783, None]",1275,15,12,9846
False,False,87,False,"[80.548, 80.438, None]","[0.474, 0.788, None]",1275,20,13,9846
False,False,5,False,"[80.653, 80.534, None]","[0.579, 0.884, None]",1275,20,14,9846
False,False,23,False,"[80.629, 80.629, None]","[0.555, 0.979, None]",1275,19,15,9846
False,False,22,False,"[80.761, None, None]","[0.687, None, None]",1275,9,16,9846
False,False,31,False,"[80.864, None, None]","[0.79, None, None]",1275,11,17,9846
False,False,44,False,"[80.907, None, None]","[0.833, None, None]",1275,9,18,9846
False,False,18,False,"[81.058, None, None]","[0.984, None, None]",1275,10,19,9846
False,False,43,False,"[81.137, None, None]","[1.063, None, None]",1275,9,20,9846
