dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[69.627, 69.373, 69.243]","[0.0, 0.043, 0.0]",1273,20,1,9860
False,False,12,False,"[70.381, 69.504, 69.34]","[0.754, 0.174, 0.097]",1273,16,2,9860
False,False,81,False,"[70.017, 69.416, 69.428]","[0.39, 0.086, 0.185]",1273,19,3,9860
False,False,63,False,"[70.048, 69.384, 69.495]","[0.421, 0.054, 0.252]",1273,16,4,9860
False,False,14,False,"[70.011, 69.33, 69.496]","[0.384, 0.0, 0.253]",1273,12,5,9860
False,False,1,False,"[69.975, 69.707, 69.58]","[0.348, 0.377, 0.337]",1273,15,6,9860
False,False,18,False,"[70.326, 69.647, 69.671]","[0.699, 0.317, 0.428]",1273,15,7,9860
False,False,16,False,"[70.324, 69.732, 69.725]","[0.697, 0.402, 0.482]",1273,19,8,9860
False,False,6,False,"[70.095, 69.608, 69.775]","[0.468, 0.278, 0.532]",1273,15,9,9860
False,False,27,False,"[70.333, 69.735, 69.935]","[0.706, 0.405, 0.692]",1273,15,10,9860
False,False,44,False,"[70.224, 69.811, None]","[0.597, 0.481, None]",1273,14,11,9860
False,False,23,False,"[70.275, 69.813, None]","[0.648, 0.483, None]",1273,12,12,9860
False,False,10,False,"[70.097, 69.852, None]","[0.47, 0.522, None]",1273,12,13,9860
False,False,5,False,"[70.217, 69.923, None]","[0.59, 0.593, None]",1273,12,14,9860
False,False,87,False,"[70.066, 69.946, None]","[0.439, 0.616, None]",1273,12,15,9860
False,False,43,False,"[70.441, None, None]","[0.814, None, None]",1273,6,16,9860
False,False,30,False,"[70.666, None, None]","[1.039, None, None]",1273,5,17,9860
False,False,22,False,"[70.692, None, None]","[1.065, None, None]",1273,6,18,9860
False,False,31,False,"[70.872, None, None]","[1.245, None, None]",1273,6,19,9860
False,False,55,False,"[71.12, None, None]","[1.493, None, None]",1273,6,20,9860
