dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,1,False,"[93.207, 92.701, 92.51]","[0.0, 0.0, 0.0]",1271,14,1,9884
False,False,4,False,"[93.843, 92.876, 92.801]","[0.636, 0.175, 0.291]",1271,20,2,9884
False,False,16,False,"[93.525, 92.869, 92.807]","[0.318, 0.168, 0.297]",1271,17,3,9884
False,False,63,False,"[93.311, 93.058, 92.826]","[0.104, 0.357, 0.316]",1271,19,4,9884
False,False,44,False,"[93.685, 92.914, 92.912]","[0.478, 0.213, 0.402]",1271,18,5,9884
False,False,81,False,"[93.746, 93.228, 93.084]","[0.539, 0.527, 0.574]",1271,19,6,9884
False,False,12,False,"[93.501, 93.044, 93.114]","[0.294, 0.343, 0.604]",1271,18,7,9884
False,False,87,False,"[93.921, 93.238, 93.139]","[0.714, 0.537, 0.629]",1271,19,8,9884
False,False,55,False,"[93.739, 93.124, 93.15]","[0.532, 0.423, 0.64]",1271,20,9,9884
False,False,14,False,"[93.741, 93.237, 93.16]","[0.534, 0.536, 0.65]",1271,18,10,9884
False,False,27,False,"[93.551, 93.334, None]","[0.344, 0.633, None]",1271,14,11,9884
False,False,30,False,"[93.549, 93.36, None]","[0.342, 0.659, None]",1271,14,12,9884
False,False,22,False,"[93.935, 93.466, None]","[0.728, 0.765, None]",1271,13,13,9884
False,False,10,False,"[93.599, 93.651, None]","[0.392, 0.95, None]",1271,14,14,9884
False,False,43,False,"[94.039, 94.044, None]","[0.832, 1.343, None]",1271,14,15,9884
False,False,5,False,"[94.125, None, None]","[0.918, None, None]",1271,8,16,9884
False,False,31,False,"[94.136, None, None]","[0.929, None, None]",1271,8,17,9884
False,False,18,False,"[94.54, None, None]","[1.333, None, None]",1271,7,18,9884
False,False,23,False,"[94.69, None, None]","[1.483, None, None]",1271,9,19,9884
True,False,6,False,"[None, None, None]","[None, None, None]",1271,2,,9884
