dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[101.01, 100.715, 100.562]","[0.0, 0.089, 0.0]",1265,20,1,9935
False,False,81,False,"[101.201, 100.626, 100.647]","[0.191, 0.0, 0.085]",1265,21,2,9935
False,False,16,False,"[101.635, 101.084, 100.9]","[0.625, 0.458, 0.338]",1265,18,3,9935
False,False,1,False,"[101.334, 100.951, 100.903]","[0.324, 0.325, 0.341]",1265,15,4,9935
False,False,23,False,"[101.772, 101.505, 101.201]","[0.762, 0.879, 0.639]",1265,20,5,9935
False,False,63,False,"[101.784, 101.254, 101.26]","[0.774, 0.628, 0.698]",1265,18,6,9935
False,False,22,False,"[101.84, 101.245, 101.284]","[0.83, 0.619, 0.722]",1265,17,7,9935
False,False,6,False,"[101.572, 101.281, 101.31]","[0.562, 0.655, 0.748]",1265,19,8,9935
False,False,30,False,"[101.748, 101.297, 101.328]","[0.738, 0.671, 0.766]",1265,20,9,9935
False,False,5,False,"[101.908, 101.336, 102.387]","[0.898, 0.71, 1.825]",1265,18,10,9935
False,False,31,False,"[101.884, 101.525, None]","[0.874, 0.899, None]",1265,14,11,9935
False,False,87,False,"[101.617, 101.617, None]","[0.607, 0.991, None]",1265,13,12,9935
False,False,10,False,"[101.8, 101.633, None]","[0.79, 1.007, None]",1265,14,13,9935
False,False,27,False,"[101.844, 101.707, None]","[0.834, 1.081, None]",1265,14,14,9935
False,False,55,False,"[101.691, 101.758, None]","[0.681, 1.132, None]",1265,13,15,9935
False,False,44,False,"[101.939, None, None]","[0.929, None, None]",1265,8,16,9935
False,False,43,False,"[102.022, None, None]","[1.012, None, None]",1265,8,17,9935
False,False,12,False,"[102.139, None, None]","[1.129, None, None]",1265,6,18,9935
False,False,14,False,"[102.385, None, None]","[1.375, None, None]",1265,8,19,9935
False,False,18,False,"[102.502, None, None]","[1.492, None, None]",1265,8,20,9935
