dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[75.912, 75.415, 75.096]","[0.0, 0.0, 0.0]",1254,20,1,9689
False,False,81,False,"[76.062, 75.468, 75.18]","[0.15, 0.053, 0.084]",1254,18,2,9689
False,False,1,False,"[76.018, 75.565, 75.481]","[0.106, 0.15, 0.385]",1254,17,3,9689
False,False,63,False,"[75.971, 75.798, 75.546]","[0.059, 0.383, 0.45]",1254,21,4,9689
False,False,22,False,"[76.225, 76.009, 75.67]","[0.313, 0.594, 0.574]",1254,18,5,9689
False,False,23,False,"[76.245, 76.017, 75.737]","[0.333, 0.602, 0.641]",1254,21,6,9689
False,False,16,False,"[76.029, 75.827, 75.755]","[0.117, 0.412, 0.659]",1254,20,7,9689
False,False,44,False,"[76.213, 75.919, 75.973]","[0.301, 0.504, 0.877]",1254,23,8,9689
False,False,10,False,"[76.328, 76.112, 75.98]","[0.416, 0.697, 0.884]",1254,21,9,9689
False,False,55,False,"[76.36, 75.931, 76.062]","[0.448, 0.516, 0.966]",1254,21,10,9689
False,False,6,False,"[76.354, 76.175, None]","[0.442, 0.76, None]",1254,12,11,9689
False,False,14,False,"[76.288, 76.453, None]","[0.376, 1.038, None]",1254,13,12,9689
False,False,18,False,"[76.369, 76.483, None]","[0.457, 1.068, None]",1254,15,13,9689
False,False,7,False,"[76.315, 76.863, None]","[0.403, 1.448, None]",1254,15,14,9689
False,False,5,False,"[76.516, 77.52, None]","[0.604, 2.105, None]",1254,13,15,9689
False,False,12,False,"[76.525, None, None]","[0.613, None, None]",1254,9,16,9689
False,False,27,False,"[76.579, None, None]","[0.667, None, None]",1254,9,17,9689
False,False,30,False,"[77.094, None, None]","[1.182, None, None]",1254,7,18,9689
False,False,31,False,"[77.147, None, None]","[1.235, None, None]",1254,9,19,9689
False,True,87,False,"[None, None, None]","[None, None, None]",1254,1,,9689
