meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1254,9689,55,17,2025-03-15T05:50:49.394000+00:00,26.453,17.106,33.805,288.0,327.0,False,77.364,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2048, 2048]",326.0
1254,9689,10,17,2025-03-15T05:51:02.270000+00:00,26.387,17.151,32.849,287.0,324.0,False,76.387,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2048, 2048]",325.0
1254,9689,81,15,2025-03-15T05:51:06.052000+00:00,35.373,19.868,,249.0,275.0,False,299.131,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2064, 2064]",314.0
1254,9689,23,17,2025-03-15T05:51:10.025000+00:00,26.325,17.061,32.787,288.0,328.0,False,76.173,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2048, 2048]",329.0
1254,9689,4,17,2025-03-15T05:51:14.591000+00:00,30.603,19.108,,260.0,282.0,False,291.552,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2064, 2064]",290.0
1254,9689,16,18,2025-03-15T05:51:23.586000+00:00,33.655,19.709,,264.0,246.0,False,321.914,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2064, 2064]",276.0
1254,9689,22,14,2025-03-15T05:51:27.730000+00:00,26.329,17.151,32.759,289.0,327.0,False,76.239,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",330.0
1254,9689,63,18,2025-03-15T05:51:35.057000+00:00,35.357,19.936,,252.0,300.0,False,277.9,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2064, 2064]",251.0
1254,9689,44,20,2025-03-15T05:51:42.997000+00:00,35.256,20.419,,243.0,281.0,False,312.797,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2064, 2064]",233.0
1254,9689,1,14,2025-03-15T05:51:55.436000+00:00,33.747,20.142,,227.0,267.0,False,260.16,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2064, 2064]",241.0
1254,9689,55,18,2025-03-15T05:52:06.620000+00:00,33.118,20.849,,242.0,265.0,False,293.563,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2064, 2064]",284.0
1254,9689,10,18,2025-03-15T05:52:18.493000+00:00,33.253,20.197,,251.0,281.0,False,243.642,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2064, 2064]",261.0
1254,9689,23,18,2025-03-15T05:52:26.223000+00:00,33.147,20.393,,252.0,271.0,False,279.766,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2064, 2064]",264.0
1254,9689,22,15,2025-03-15T05:52:43.387000+00:00,30.736,19.769,,260.0,285.0,False,279.494,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2064, 2064]",276.0
1254,9689,81,16,2025-03-15T05:56:08.989000+00:00,43.398,19.466,41.892,253.0,307.0,True,104.756,"[2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",97.0
1254,9689,4,18,2025-03-15T05:56:12.055000+00:00,54.303,21.966,37.834,229.0,286.0,True,114.103,"[2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]",130.0
1254,9689,63,19,2025-03-15T05:56:20.352000+00:00,55.203,22.409,42.294,227.0,257.0,True,119.906,"[2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",116.0
1254,9689,1,15,2025-03-15T05:56:37.726000+00:00,63.432,23.138,39.697,236.0,236.0,True,126.267,"[2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",143.0
1254,9689,10,19,2025-03-15T05:56:44.453000+00:00,65.947,21.291,41.519,242.0,276.0,True,128.757,"[2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]",135.0
1254,9689,16,19,2025-03-15T05:56:50.415000+00:00,52.056,19.009,43.044,259.0,303.0,True,114.109,"[2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",78.0
1254,9689,44,21,2025-03-15T05:57:08.198000+00:00,54.88,19.746,38.139,252.0,288.0,True,112.765,"[2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]",155.0
1254,9689,55,19,2025-03-15T05:57:14.080000+00:00,57.134,20.052,40.649,237.0,292.0,True,117.835,"[2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]",78.0
1254,9689,23,19,2025-03-15T05:57:18.408000+00:00,60.588,18.87,41.027,272.0,286.0,True,120.485,"[2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]",72.0
1254,9689,22,16,2025-03-15T05:57:33.179000+00:00,58.759,22.739,40.287,219.0,295.0,True,121.785,"[2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]",125.0
1254,9689,81,17,2025-03-15T05:57:49.969000+00:00,26.082,16.952,32.146,289.0,325.0,False,75.18,"[2048, 2049, 2049, 2048, 2049, 2049, 2049, 2051, 2049]","[2049, 2051, 2049, 2049, 2048]","[2051, 2048, 2048, 2048, 2051, 2051, 2048, 2048]",323.0
1254,9689,4,19,2025-03-15T05:58:00.264000+00:00,25.961,16.997,32.138,288.0,325.0,False,75.096,"[2049, 2049, 2051, 2048, 2049, 2051, 2049, 2049, 2049]","[2048, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2048, 2049, 2051, 2048]",326.0
1254,9689,63,20,2025-03-15T05:58:12.928000+00:00,26.163,16.951,32.432,289.0,327.0,False,75.546,"[2048, 2048, 2048, 2048, 2048, 2048, 2051, 2049, 2048]","[2049, 2049, 2051, 2049, 2049]","[2048, 2048, 2048, 2049, 2049, 2049, 2048, 2049]",327.0
1254,9689,1,16,2025-03-15T05:58:21.833000+00:00,26.066,16.915,32.5,290.0,330.0,False,75.481,"[2048, 2048, 2049, 2049, 2048, 2048, 2048, 2049, 2049]","[2048, 2048, 2049, 2051, 2051]","[2049, 2048, 2048, 2048, 2049, 2049, 2048, 2048]",331.0
1254,9689,10,20,2025-03-15T05:58:31.025000+00:00,26.293,17.087,32.6,287.0,326.0,False,75.98,"[2049, 2048, 2049, 2049, 2049, 2048, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]","[2048, 2049, 2049, 2049, 2049, 2049, 2048, 2048]",326.0
1254,9689,16,20,2025-03-15T05:58:39.784000+00:00,26.379,17.083,,289.0,325.0,False,,"[2049, 2049, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048]",[2049],327.0
1254,9689,44,22,2025-03-15T05:58:48.709000+00:00,26.265,17.08,32.628,290.0,324.0,False,75.973,"[2049, 2049, 2048, 2048, 2049, 2049, 2049, 2048, 2049]","[2048, 2048, 2049, 2048, 2049]","[2049, 2048, 2048, 2049, 2049, 2049, 2048, 2048]",328.0
1254,9689,55,20,2025-03-15T05:58:58.148000+00:00,26.355,17.0,32.707,289.0,329.0,False,76.062,"[2049, 2049, 2049, 2049, 2049, 2048, 2048, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]","[2049, 2048, 2048, 2049, 2049, 2049, 2048, 2048]",327.0
1254,9689,81,18,2025-03-15T05:59:05.169000+00:00,36.728,26.135,,230.0,150.0,False,,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",[2048],172.0
1254,9689,23,20,2025-03-15T05:59:06.452000+00:00,26.215,16.978,32.544,289.0,329.0,False,75.737,"[2051, 2049, 2049, 2049, 2049, 2048, 2049, 2048, 2049]","[2049, 2049, 2049, 2049, 2049]","[2049, 2048, 2048, 2049, 2049, 2049, 2048, 2048]",331.0
1254,9689,4,20,2025-03-15T05:59:15.341000+00:00,32.565,20.416,,225.0,186.0,False,,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",[2048],287.0
1254,9689,22,17,2025-03-15T05:59:24.781000+00:00,26.19,17.005,32.475,290.0,330.0,False,75.67,"[2048, 2049, 2049, 2049, 2049, 2048, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2048]",328.0
1254,9689,63,21,2025-03-15T05:59:28.365000+00:00,34.357,22.938,,219.0,217.0,False,,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",[2048],262.0
1254,9689,1,17,2025-03-15T05:59:37.317000+00:00,35.689,22.314,,215.0,243.0,False,,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",[2048],242.0
1254,9689,10,21,2025-03-15T05:59:46.882000+00:00,37.605,22.238,,223.0,228.0,False,,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",[2048],284.0
1254,9689,44,23,2025-03-15T06:00:04.526000+00:00,35.992,25.007,,190.0,207.0,False,,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",[2048],218.0
1254,9689,55,21,2025-03-15T06:00:14.132000+00:00,37.954,22.418,,217.0,255.0,False,,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",[2048],249.0
1254,9689,23,21,2025-03-15T06:00:22.211000+00:00,36.496,22.657,,226.0,245.0,False,,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",[2048],267.0
1254,9689,22,18,2025-03-15T06:00:40.437000+00:00,38.924,23.77,,208.0,234.0,False,,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",[2048],243.0
1255,9994,18,1,,,34.819,44.943,248.0,259.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051, 2051, 2051, 2051]",311.0
1255,9994,27,1,2025-03-22T07:00:08.879000+00:00,,32.086,46.955,256.0,251.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2051, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051]",307.0
1255,9994,5,1,2025-03-22T07:00:17.567000+00:00,,31.422,47.408,252.0,250.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051, 2049]","[2049, 2051, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",300.0
1255,9994,14,1,2025-03-22T07:00:22.828000+00:00,,32.716,47.641,256.0,257.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",310.0
1255,9994,22,1,2025-03-22T07:00:29.484000+00:00,,35.625,45.81,235.0,258.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049, 2049, 2051]",277.0
1255,9994,55,1,2025-03-22T07:00:31.297000+00:00,,33.347,49.705,274.0,265.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049, 2049, 2049, 2049]",275.0
1255,9994,87,1,2025-03-22T07:00:40.387000+00:00,,33.698,49.075,238.0,250.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",292.0
1255,9994,6,1,2025-03-22T07:00:51.892000+00:00,,33.333,46.051,235.0,249.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",302.0
1255,9994,31,1,2025-03-22T07:00:56.913000+00:00,,36.646,49.59,255.0,243.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",251.0
1255,9994,10,1,2025-03-22T07:01:04.881000+00:00,,33.801,52.012,254.0,247.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",305.0
1255,9994,7,1,2025-03-22T07:01:12.538000+00:00,,32.84,47.03,247.0,253.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",300.0
1255,9994,30,1,2025-03-22T07:01:30.569000+00:00,,33.541,51.985,236.0,244.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",266.0
1255,9994,4,1,2025-03-22T07:01:40.694000+00:00,,34.177,51.871,247.0,255.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",269.0
1255,9994,16,1,2025-03-22T07:01:47.163000+00:00,,41.289,48.804,249.0,249.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",305.0
1255,9994,18,2,2025-03-22T07:01:53.569000+00:00,24.652,27.882,40.49,281.0,275.0,False,93.024,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051]",331.0
1255,9994,27,2,2025-03-22T07:02:00.710000+00:00,24.57,27.768,40.339,283.0,278.0,False,92.677,"[2051, 2051, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049, 2051]","[2051, 2049, 2049, 2049, 2051, 2049, 2051, 2051, 2049]",335.0
1255,9994,44,1,2025-03-22T07:02:01.132000+00:00,,36.809,52.34,253.0,251.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",301.0
1255,9994,5,2,2025-03-22T07:02:06.766000+00:00,24.674,27.908,40.354,284.0,276.0,False,92.936,"[2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2051, 2049, 2049, 2049, 2049, 2051]",333.0
1255,9994,81,1,2025-03-22T07:02:08.657000+00:00,,35.62,53.33,247.0,256.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",307.0
1255,9994,14,2,2025-03-22T07:02:11.532000+00:00,24.475,28.249,40.467,281.0,272.0,False,93.191,"[2049, 2049, 2049, 2051, 2049, 2051, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049]",330.0
1255,9994,23,1,2025-03-22T07:02:12.547000+00:00,,35.963,50.755,273.0,269.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",216.0
1255,9994,22,2,2025-03-22T07:02:21.001000+00:00,24.54,27.622,50.13,283.0,276.0,False,102.292,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051, 2064]",333.0
1255,9994,55,2,2025-03-22T07:02:28.332000+00:00,24.635,27.737,40.64,281.0,276.0,False,93.012,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049]",332.0
1255,9994,87,2,2025-03-22T07:02:36.212000+00:00,24.71,27.859,40.201,283.0,276.0,False,92.77,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",329.0
1255,9994,6,2,2025-03-22T07:02:44.415000+00:00,24.7,27.689,47.688,281.0,275.0,False,100.077,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049, 2049, 2049, 2049, 2064]",332.0
1255,9994,31,2,2025-03-22T07:03:02.007000+00:00,24.555,27.558,40.257,282.0,277.0,False,92.37,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",326.0
1255,9994,10,2,2025-03-22T07:03:09.039000+00:00,24.345,27.774,40.191,280.0,275.0,False,92.31,"[2049, 2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",331.0
1255,9994,12,1,2025-03-22T07:03:11.346000+00:00,,33.73,44.705,219.0,247.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",295.0
1255,9994,7,2,2025-03-22T07:03:16.471000+00:00,24.468,37.456,53.071,281.0,257.0,False,114.995,"[2049, 2049, 2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2049, 2049, 2048, 2048]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2064]",267.0
1255,9994,63,1,2025-03-22T07:03:20.131000+00:00,,37.874,48.142,244.0,253.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",301.0
1255,9994,18,3,2025-03-22T07:03:26.600000+00:00,31.2,35.646,50.845,242.0,208.0,False,117.691,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",302.0
1255,9994,30,2,2025-03-22T07:03:31.092000+00:00,24.578,28.043,48.724,283.0,273.0,False,101.345,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2064]",334.0
1255,9994,27,3,2025-03-22T07:03:33.610000+00:00,33.444,32.319,56.886,244.0,248.0,False,122.649,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2051, 2064]",176.0
1255,9994,5,3,2025-03-22T07:03:39.676000+00:00,31.894,31.082,51.716,250.0,253.0,False,114.692,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",289.0
1255,9994,4,2,2025-03-22T07:03:40.708000+00:00,24.199,27.918,39.919,282.0,275.0,False,92.036,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049, 2051]",332.0
1255,9994,14,3,2025-03-22T07:03:44.786000+00:00,26.25,29.801,51.122,254.0,241.0,False,107.173,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",250.0
