meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed,sector_sum,avg_speed_est
1255,9994,6,2,2025-03-22T07:02:44.415000+00:00,24.7,27.689,47.688,281.0,275.0,0,100.077,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049, 2049, 2049, 2049, 2064]",332.0,100.077,296.0
1255,9994,31,2,2025-03-22T07:03:02.007000+00:00,24.555,27.558,40.257,282.0,277.0,0,92.37,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",326.0,92.37,295.0
1255,9994,10,2,2025-03-22T07:03:09.039000+00:00,24.345,27.774,40.191,280.0,275.0,0,92.31,"[2049, 2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",331.0,92.31,295.3333333333333
1255,9994,7,2,2025-03-22T07:03:16.471000+00:00,24.468,37.456,53.071,281.0,257.0,0,114.995,"[2049, 2049, 2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2049, 2049, 2048, 2048]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2064]",267.0,114.995,268.3333333333333
1255,9994,18,3,2025-03-22T07:03:26.600000+00:00,31.2,35.646,50.845,242.0,208.0,0,117.691,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",302.0,117.691,250.66666666666666
1255,9994,30,2,2025-03-22T07:03:31.092000+00:00,24.578,28.043,48.724,283.0,273.0,0,101.345,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2064]",334.0,101.345,296.6666666666667
1255,9994,27,3,2025-03-22T07:03:33.610000+00:00,33.444,32.319,56.886,244.0,248.0,0,122.649,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2051, 2064]",176.0,122.649,222.66666666666666
1255,9994,5,3,2025-03-22T07:03:39.676000+00:00,31.894,31.082,51.716,250.0,253.0,0,114.692,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",289.0,114.69200000000001,264.0
1255,9994,4,2,2025-03-22T07:03:40.708000+00:00,24.199,27.918,39.919,282.0,275.0,0,92.036,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049, 2051]",332.0,92.036,296.3333333333333
1255,9994,14,3,2025-03-22T07:03:44.786000+00:00,26.25,29.801,51.122,254.0,241.0,0,107.173,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",250.0,107.173,248.33333333333334
1255,9994,16,2,2025-03-22T07:03:56.109000+00:00,24.389,27.598,40.853,285.0,276.0,0,92.84,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2051, 2051, 2049, 2049, 2049]",335.0,92.84,298.6666666666667
1255,9994,55,3,2025-03-22T07:04:01.397000+00:00,28.48,31.873,49.259,254.0,120.0,0,109.612,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",313.0,109.612,229.0
1255,9994,44,2,2025-03-22T07:04:02.475000+00:00,24.186,27.43,40.074,285.0,278.0,0,91.69,"[2051, 2051, 2049, 2049, 2049, 2049, 2051]","[2049, 2049, 2051, 2049, 2049, 2051]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049]",332.0,91.69,298.3333333333333
1255,9994,87,3,2025-03-22T07:04:08.866000+00:00,32.616,33.02,54.746,222.0,248.0,0,120.382,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",302.0,120.382,257.3333333333333
1255,9994,81,2,2025-03-22T07:04:10.631000+00:00,24.176,27.442,39.973,282.0,276.0,0,91.591,"[2049, 2049, 2049, 2049, 2049, 2051, 2049]","[2049, 2049, 2049, 2051, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2049, 2049, 2049]",330.0,91.591,296.0
1255,9994,23,2,2025-03-22T07:04:15.350000+00:00,24.702,27.654,54.504,282.0,276.0,0,106.86,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2048, 2064]",298.0,106.86,285.3333333333333
1255,9994,31,3,2025-03-22T07:04:34.397000+00:00,28.381,34.835,54.683,220.0,239.0,0,117.899,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",269.0,117.899,242.66666666666666
1255,9994,10,3,2025-03-22T07:04:41.375000+00:00,27.87,31.895,54.079,253.0,250.0,0,113.844,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",282.0,113.844,261.6666666666667
1255,9994,12,2,2025-03-22T07:05:00.456000+00:00,24.419,27.715,40.116,283.0,277.0,0,92.25,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",332.0,92.25,297.3333333333333
1255,9994,4,3,2025-03-22T07:05:12.860000+00:00,29.745,29.755,54.115,250.0,246.0,0,113.615,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",200.0,113.61500000000001,232.0
1255,9994,63,2,2025-03-22T07:05:14.329000+00:00,24.429,27.411,40.242,283.0,277.0,0,92.082,"[2049, 2049, 2049, 2049, 2051, 2049, 2049]","[2051, 2049, 2049, 2049, 2051, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",332.0,92.082,297.3333333333333
1255,9994,16,3,2025-03-22T07:05:29.079000+00:00,26.284,30.356,48.965,259.0,255.0,0,105.605,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2051, 2064]",306.0,105.605,273.3333333333333
1255,9994,44,3,2025-03-22T07:05:34.110000+00:00,27.691,30.784,48.991,250.0,252.0,0,107.466,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",297.0,107.466,266.3333333333333
1255,9994,81,3,2025-03-22T07:05:42.155000+00:00,29.205,31.339,50.933,235.0,246.0,0,111.477,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",286.0,111.477,255.66666666666666
1255,9994,12,3,2025-03-22T07:06:32.781000+00:00,29.457,37.158,53.303,220.0,250.0,0,119.918,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",304.0,119.918,258.0
1255,9994,1,2,2025-03-22T07:06:42.806000+00:00,24.256,27.505,39.663,284.0,277.0,0,91.424,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2051, 2051, 2049, 2049, 2049]",335.0,91.42399999999999,298.6666666666667
1255,9994,63,3,2025-03-22T07:06:46.457000+00:00,28.44,31.59,50.046,254.0,250.0,0,110.076,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",307.0,110.076,270.3333333333333
1255,9994,18,5,2025-03-22T07:07:33.476000+00:00,24.414,27.592,40.159,283.0,275.0,0,92.165,"[2049, 2049, 2051, 2048, 2049, 2048, 2049]","[2049, 2048, 2049, 2049, 2049, 2049]","[2049, 2048, 2049, 2049, 2049, 2049, 2049, 2048, 2048]",333.0,92.16499999999999,297.0
1255,9994,6,4,2025-03-22T07:07:49.382000+00:00,24.497,27.383,39.944,284.0,277.0,0,91.824,"[2049, 2049, 2049, 2048, 2049, 2049, 2049]","[2049, 2048, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2048, 2049, 2049, 2048, 2048]",330.0,91.824,297.0
1255,9994,14,5,2025-03-22T07:08:01.584000+00:00,24.225,27.617,40.216,282.0,276.0,0,92.058,"[2049, 2048, 2049, 2051, 2049, 2048, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2048, 2048, 2048, 2049, 2048]",325.0,92.05799999999999,294.3333333333333
1255,9994,5,5,2025-03-22T07:08:07.047000+00:00,24.516,27.517,40.108,285.0,278.0,0,92.141,"[2049, 2049, 2049, 2049, 2048, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2048, 2049, 2049, 2048, 2048]",330.0,92.14099999999999,297.6666666666667
1255,9994,1,3,2025-03-22T07:08:14.435000+00:00,28.079,35.365,50.76,253.0,247.0,0,114.204,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",241.0,114.20400000000001,247.0
1255,9994,22,4,2025-03-22T07:08:15.188000+00:00,24.312,27.429,39.957,284.0,278.0,0,91.698,"[2049, 2049, 2048, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2051, 2049]","[2049, 2049, 2049, 2049, 2048, 2051, 2049, 2048, 2049]",330.0,91.69800000000001,297.3333333333333
1255,9994,7,4,2025-03-22T07:08:22.278000+00:00,24.553,27.652,40.306,283.0,276.0,0,92.511,"[2049, 2049, 2049, 2048, 2048, 2048, 2049]","[2048, 2048, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2048, 2049, 2049, 2049, 2048, 2048]",329.0,92.511,296.0
1255,9994,55,5,2025-03-22T07:08:28.866000+00:00,24.479,27.641,40.121,284.0,278.0,0,92.241,"[2049, 2049, 2049, 2048, 2049, 2049, 2049]","[2049, 2049, 2049, 2048, 2049, 2051]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2048]",332.0,92.241,298.0
1255,9994,23,4,2025-03-22T07:08:38.567000+00:00,24.529,27.582,39.859,283.0,278.0,0,91.97,"[2049, 2049, 2049, 2049, 2048, 2048, 2049]","[2049, 2049, 2049, 2049, 2048, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",329.0,91.97,296.6666666666667
1255,9994,30,4,2025-03-22T07:08:52.314000+00:00,24.557,27.649,40.286,284.0,277.0,0,92.492,"[2049, 2049, 2049, 2049, 2048, 2048, 2049]","[2049, 2049, 2051, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2048, 2048, 2049, 2049]",331.0,92.492,297.3333333333333
1255,9994,18,6,2025-03-22T07:09:05.522000+00:00,31.029,36.323,54.416,252.0,208.0,0,121.768,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",288.0,121.768,249.33333333333334
1255,9994,10,5,2025-03-22T07:09:08.132000+00:00,24.328,27.857,40.029,282.0,274.0,0,92.214,"[2049, 2049, 2049, 2048, 2049, 2048, 2049]","[2049, 2049, 2048, 2049, 2048, 2048]","[2049, 2049, 2049, 2048, 2048, 2049, 2049, 2048, 2048]",328.0,92.214,294.6666666666667
1255,9994,27,5,2025-03-22T07:09:16.538000+00:00,24.36,27.663,40.012,286.0,279.0,0,92.035,"[2049, 2049, 2051, 2048, 2049, 2049, 2049]","[2049, 2048, 2048, 2049, 2049, 2051]","[2049, 2049, 2049, 2049, 2048, 2049, 2049, 2048, 2049]",330.0,92.035,298.3333333333333
1255,9994,6,5,2025-03-22T07:09:21.163000+00:00,29.77,33.489,52.528,235.0,243.0,0,115.787,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",285.0,115.787,254.33333333333334
1255,9994,14,6,2025-03-22T07:09:33.726000+00:00,26.597,31.624,52.706,228.0,220.0,0,110.927,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",222.0,110.927,223.33333333333334
1255,9994,5,6,2025-03-22T07:09:39.182000+00:00,28.167,32.433,56.104,232.0,249.0,0,116.704,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",158.0,116.70400000000001,213.0
1255,9994,22,5,2025-03-22T07:09:46.838000+00:00,27.463,34.467,53.089,244.0,252.0,0,115.019,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",258.0,115.019,251.33333333333334
1255,9994,31,5,2025-03-22T07:09:53.401000+00:00,24.291,27.72,40.201,285.0,277.0,0,92.212,"[2049, 2049, 2049, 2049, 2049, 2048, 2049]","[2049, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2049, 2048, 2049, 2048, 2049, 2049]",327.0,92.21199999999999,296.3333333333333
1255,9994,7,5,2025-03-22T07:09:54.698000+00:00,27.12,31.684,55.158,255.0,238.0,0,113.962,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",268.0,113.962,253.66666666666666
1255,9994,55,6,2025-03-22T07:10:01.054000+00:00,27.666,33.499,49.852,255.0,251.0,0,111.017,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",296.0,111.017,267.3333333333333
1255,9994,87,5,2025-03-22T07:10:06.570000+00:00,24.427,27.599,39.992,286.0,277.0,0,92.018,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2048, 2049, 2049, 2049, 2049]","[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2048]",327.0,92.018,296.6666666666667
1255,9994,23,5,2025-03-22T07:10:10.539000+00:00,29.153,33.965,51.956,225.0,248.0,0,115.074,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",310.0,115.07400000000001,261.0
1255,9994,30,5,2025-03-22T07:10:24.742000+00:00,27.582,32.219,52.164,242.0,245.0,0,111.965,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",267.0,111.965,251.33333333333334
1255,9994,10,6,2025-03-22T07:10:40.351000+00:00,28.247,33.65,53.324,252.0,246.0,0,115.221,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",284.0,115.221,260.6666666666667
1255,9994,27,6,2025-03-22T07:10:48.664000+00:00,27.28,33.057,48.301,176.0,257.0,0,108.638,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",305.0,108.638,246.0
1255,9994,44,5,2025-03-22T07:10:53.320000+00:00,24.959,27.656,44.091,286.0,280.0,0,96.706,"[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049]","[2049, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]",330.0,96.70599999999999,298.6666666666667
1255,9994,16,5,2025-03-22T07:11:05.189000+00:00,24.434,27.786,39.838,286.0,280.0,0,92.058,"[2049, 2049, 2049, 2048, 2049, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2049]","[2049, 2049, 2051, 2048, 2048, 2049, 2049, 2048, 2051]",332.0,92.05799999999999,299.3333333333333
1255,9994,63,5,2025-03-22T07:11:10.914000+00:00,24.33,27.553,40.139,285.0,279.0,0,92.022,"[2049, 2049, 2049, 2049, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2051]","[2048, 2049, 2049, 2049, 2049, 2048, 2048, 2048, 2049]",333.0,92.02199999999999,299.0
1255,9994,81,5,2025-03-22T07:11:17.241000+00:00,24.252,27.538,40.137,283.0,277.0,0,91.927,"[2049, 2049, 2049, 2048, 2049, 2048, 2049]","[2048, 2048, 2049, 2048, 2049, 2049]","[2051, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2049]",328.0,91.92699999999999,296.0
1255,9994,31,6,2025-03-22T07:11:25.536000+00:00,29.885,36.201,57.656,245.0,227.0,0,123.742,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",224.0,123.74199999999999,232.0
1255,9994,4,5,2025-03-22T07:11:27.880000+00:00,24.012,27.779,40.142,284.0,276.0,0,91.933,"[2051, 2049, 2049, 2048, 2051, 2048, 2049]","[2049, 2048, 2049, 2048, 2049, 2049]","[2049, 2048, 2048, 2048, 2048, 2049, 2048, 2049, 2048]",327.0,91.93299999999999,295.6666666666667
1255,9994,12,5,2025-03-22T07:11:35.677000+00:00,24.179,27.69,39.807,285.0,277.0,0,91.676,"[2049, 2049, 2049, 2048, 2049, 2048, 2051]","[2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2048, 2049]",332.0,91.676,298.0
1255,9994,87,6,2025-03-22T07:11:38.458000+00:00,27.235,32.276,52.339,254.0,250.0,0,111.85,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2064]",302.0,111.85,268.6666666666667
1255,9994,44,6,2025-03-22T07:12:30.079000+00:00,40.838,38.937,50.793,192.0,226.0,0,130.568,"[None, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",289.0,130.568,235.66666666666666
1255,9994,16,6,2025-03-22T07:12:37.209000+00:00,42.783,36.147,53.987,212.0,197.0,0,132.917,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",249.0,132.917,219.33333333333334
1255,9994,63,6,2025-03-22T07:12:42.849000+00:00,41.863,39.056,55.094,247.0,237.0,0,136.013,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",259.0,136.013,247.66666666666666
1255,9994,81,6,2025-03-22T07:12:49.146000+00:00,36.243,39.914,54.33,184.0,214.0,0,130.487,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",292.0,130.48700000000002,230.0
1255,9994,4,6,2025-03-22T07:12:59.840000+00:00,34.411,38.877,53.456,195.0,162.0,0,126.744,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",244.0,126.74400000000001,200.33333333333334
1255,9994,12,6,2025-03-22T07:13:07.268000+00:00,32.469,39.008,55.75,192.0,211.0,0,127.227,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",260.0,127.227,221.0
1255,9994,44,7,2025-03-22T07:14:40.659000+00:00,39.595,37.696,51.885,222.0,248.0,0,129.176,"[None, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",224.0,129.176,231.33333333333334
1255,9994,16,7,2025-03-22T07:14:50.144000+00:00,34.736,37.988,56.654,253.0,140.0,0,129.378,"[None, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",231.0,129.378,208.0
1255,9994,63,7,2025-03-22T07:14:58.888000+00:00,39.604,39.708,59.002,249.0,247.0,0,138.314,"[None, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",281.0,138.314,259.0
1255,9994,81,7,2025-03-22T07:14:59.638000+00:00,37.431,39.997,55.098,182.0,236.0,0,132.526,"[None, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",299.0,132.526,239.0
1255,9994,4,7,2025-03-22T07:15:06.560000+00:00,42.497,36.582,64.58,202.0,232.0,0,143.659,"[None, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",254.0,143.659,229.33333333333334
1255,9994,12,7,2025-03-22T07:15:14.638000+00:00,44.296,38.921,69.129,213.0,193.0,0,152.346,"[None, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",263.0,152.346,223.0
1255,9994,18,8,2025-03-22T07:16:25.123000+00:00,24.267,27.617,40.039,283.0,277.0,0,91.923,"[2048, 2048, 2048, 2048, 2049, 2049, 2049]","[2048, 2048, 2048, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2049, 2048, 2049, 2048, 2049]",333.0,91.923,297.6666666666667
1255,9994,27,8,2025-03-22T07:16:31.210000+00:00,24.303,27.609,40.009,285.0,279.0,0,91.921,"[2048, 2048, 2048, 2048, 2049, 2049, 2049]","[2049, 2049, 2048, 2049, 2049, 2048]","[2048, 2049, 2048, 2049, 2048, 2049, 2048, 2048, 2048]",333.0,91.921,299.0
1255,9994,14,8,2025-03-22T07:16:44.727000+00:00,24.117,27.736,39.866,282.0,276.0,0,91.719,"[2049, 2048, 2048, 2051, 2048, 2051, 2049]","[2048, 2049, 2048, 2049, 2048, 2048]","[2049, 2051, 2049, 2048, 2048, 2049, 2049, 2049, 2048]",326.0,91.719,294.6666666666667
1255,9994,44,8,2025-03-22T07:16:49.904000+00:00,24.313,27.435,39.99,287.0,280.0,0,91.738,"[None, 2048, 2048, 2048, 2049, 2048, 2051]","[2049, 2048, 2051, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2049, 2051, 2048, 2048]",331.0,91.738,299.3333333333333
1255,9994,5,8,2025-03-22T07:16:52.857000+00:00,24.318,27.768,40.071,285.0,276.0,0,92.157,"[2049, 2049, 2048, 2049, 2049, 2048, 2049]","[2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2049, 2049, 2049, 2048, 2048, 2049, 2048, 2048]",332.0,92.157,297.6666666666667
1255,9994,16,8,2025-03-22T07:16:59.428000+00:00,24.339,27.514,39.726,286.0,280.0,0,91.579,"[None, 2049, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2049, 2048]","[2049, 2049, 2051, 2048, 2048, 2049, 2049, 2048, 2050]",332.0,91.579,299.3333333333333
1255,9994,22,7,2025-03-22T07:17:05.803000+00:00,24.276,27.203,39.759,284.0,278.0,0,91.238,"[2049, 2049, 2049, 2049, 2048, 2049, 2049]","[2049, 2051, 2049, 2049, 2051, 2051]","[2049, 2049, 2049, 2048, 2048, 2048, 2049, 2048, 2048]",331.0,91.238,297.6666666666667
1255,9994,81,8,2025-03-22T07:17:12.240000+00:00,24.079,27.44,47.515,283.0,278.0,0,99.034,"[2049, 2049, 2049, 2049, 2048, 2048, 2049]","[2048, 2049, 2048, 2048, 2049, 2049]","[2051, 2049, 2049, 2048, 2048, 2049, 2048, 2048, 2064]",327.0,99.034,296.0
1255,9994,63,8,2025-03-22T07:17:17.193000+00:00,24.187,27.368,39.74,285.0,279.0,0,91.295,"[2049, 2049, 2049, 2049, 2048, 2049, 2048]","[2048, 2049, 2048, 2049, 2049, 2048]","[2049, 2049, 2049, 2049, 2048, 2049, 2049, 2048]",332.0,91.295,298.6666666666667
1255,9994,6,7,2025-03-22T07:17:23.929000+00:00,24.234,27.268,39.66,284.0,278.0,0,91.162,"[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2048, 2049, 2049, 2048, 2049]","[2049, 2049, 2048, 2048, 2048, 2051, 2049, 2048]",330.0,91.162,297.3333333333333
1255,9994,4,8,2025-03-22T07:17:30.242000+00:00,23.966,27.348,39.669,283.0,277.0,0,90.983,"[2051, 2049, 2049, 2049, 2048, 2049, 2048]","[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2048, 2048, 2048, 2048, 2048, 2048]",326.0,90.983,295.3333333333333
1255,9994,55,8,2025-03-22T07:17:36.008000+00:00,24.289,27.48,39.859,284.0,278.0,0,91.628,"[2048, 2048, 2049, 2049, 2048, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2048]","[2049, 2049, 2049, 2048, 2048, 2049, 2048, 2048]",330.0,91.62800000000001,297.3333333333333
1255,9994,23,7,2025-03-22T07:17:40.851000+00:00,24.237,27.477,39.789,284.0,278.0,0,91.503,"[2049, 2049, 2049, 2049, 2048, 2049, 2049]","[2049, 2049, 2048, 2049, 2048, 2049]","[2049, 2049, 2048, 2048, 2048, 2048, 2049, 2048, 2048]",330.0,91.503,297.3333333333333
